ID,Type,Title,Status,Reason,Algo,Authors,Abstract,Categories,Published,DOI,PDF URL
ieee:8651338,journal,Constructions of Type-II QC-LDPC Codes With Girth Eight from Sidon Sequence,✅,Type-II QC-LDPC girth-8 신규 대수적 구성(Sidon sequence) — 바이너리 QC-LDPC 코드설계(E),✅ 알고리즘/코드 기여,"Guohua Zhang, Yulin Hu, Yi Fang, Juhua Wang","In this paper, we consider the constructions of type-II quasi-cyclic (QC) low-density parity-check (LDPC) codes with girth eight from a Sidon sequence. We first derive the necessary and sufficient conditions guaranteeing a girth-eight type-II QC-LDPC code. By combining these conditions with the concept of the Sidon sequence, three classes of type-II QC-LDPC codes are subsequently proposed with girth eight. To the best of our knowledge, the second and the third classes we proposed are the first series of systematic and algebraic constructions for the girth-eight type-II QC-LDPC codes that have rates being greater than a half and, at the same time, have distance upper bounds being not limited to 12. Via simulations, we show the promising performance of the proposed type-II QC-LDPC codes with girth eight. In addition, a set of general bounds and explicit/random constructions without using a Sidon sequence are also presented for the type-II QC-LDPC codes with girth six or eight. We observe that the proposed codes perform better than or equally well as the random QC-LDPC codes from PEG and quadr.-congr. methods, while the novel codes possess both highly structured parity-check matrices and very flexible choices in circulant size.",,June 2019,10.1109/TCOMM.2019.2901481,https://ieeexplore.ieee.org/document/8651338
ieee:8626506,journal,Quasi-Cyclic Protograph-Based Raptor-Like LDPC Codes for Short Block-Lengths,✅,"QC PBRL LDPC 단블록 신규 설계법(최소거리 상한 최대화, 복잡도 선형화) — 바이너리 QC-LDPC 코드설계(E)",✅ 알고리즘/코드 기여,"Sudarsan V. S. Ranganathan, Dariush Divsalar, Richard D. Wesel","Protograph-based Raptor-like low-density parity-check codes (PBRL codes) are a family of easily encodable rate-compatible low-density parity-check (LDPC) codes. PBRL codes have an excellent performance across all design rates. Quasi-cyclic (QC) PBRL code families permit high-speed decoder implementations. PBRL codes designed thus far, for both long and short block-lengths, have been based on optimizing the iterative decoding threshold of the protograph of the PBRL family at various design rates. This paper introduces a design method to obtain better QC PBRL code families at short block-lengths (of a few hundred bits) for low frame error rate (FER) requirements. We first select a protomatrix for the highest design rate. To add a new row to lower the rate, we keep all the previously obtained rows of the PBRL protomatrix fixed and select the new row that maximizes an upper bound on the minimum distance of any QC-LDPC code that can be obtained from the protomatrix. The new QC PBRL code families outperform the original PBRL codes at short block-lengths by providing a significantly better low-FER performance. The standard approach to computing the aforementioned upper bounds requires complexity that grows exponentially with the size of the protomatrix. However, we show that the structure of the PBRL protomatrix lets us obtain the upper bounds with complexity that grows only linearly with the size of the PBRL protomatrix. Using the complexity reduction results, we also establish an equivalence between the exhaustive search to design a new row for the PBRL protomatrix according to the new design method and an integer linear program.",,June 2019,10.1109/TIT.2019.2895322,https://ieeexplore.ieee.org/document/8626506
ieee:8626151,journal,On Computing the Multiplicity of Cycles in Bipartite Graphs Using the Degree Distribution and the Spectrum of the Graph,✅,이분그래프 단주기(4/6-cycle) 다중도 계산 기법 — QC-LDPC 사이클 제거·코드설계(E)에 이식 가능,✅ 알고리즘/코드 기여,"Ali Dehghan, Amir H. Banihashemi","Counting short cycles in bipartite graphs is a fundamental problem of interest in the analysis and design of low-density parity-check codes. The vast majority of research in this area is focused on algorithmic techniques. Most recently, Blake and Lin proposed a computational technique to count the number of cycles of length g in a bi-regular bipartite graph, where g is the girth of the graph. The information required for the computation is the node degree and the multiplicity of the nodes on both sides of the partition, as well as the eigenvalues of the adjacency matrix of the graph (graph spectrum). In this paper, the result of Blake and Lin is extended to compute the number of cycles of length g+2, ... , 2g-2, for bi-regular bipartite graphs, as well as the number of 4-cycles and 6-cycles in irregular and half-regular bipartite graphs, with g ≥ 4 and g ≥ 6, respectively.",,June 2019,10.1109/TIT.2019.2895356,https://ieeexplore.ieee.org/document/8626151
ieee:8478307,journal,Stopping Redundancy Hierarchy Beyond the Minimum Distance,✅,"E: stopping set/stopping redundancy 패리티검사행렬 설계 한계 분석 — 반복디코더 실패사건, 바이너리 LDPC 코드설계 이식 가능(애매하나 살림)",✅ 알고리즘/코드 기여,"Yauhen Yakimenka, Vitaly Skachek, Irina E. Bocharova, Boris D. Kudryashov","Stopping sets play a crucial role in failure events of iterative decoders over a binary erasure channel (BEC). The ℓth stopping redundancy is the minimum number of rows in the parity-check matrix of a code, which contains no stopping sets of size up to ℓ. In this paper, a notion of coverable stopping sets is defined. In order to achieve maximum-likelihood performance under iterative decoding over the BEC, the parity-check matrix should contain no coverable stopping sets of size ℓ, for 1 ≤ ℓ ≤ n-k, where n is the code length, k is the code dimension. By estimating the number of coverable stopping sets, we obtain upper bounds on the ℓth stopping redundancy, 1 ≤ ℓ ≤ n-k. The bounds are derived for both specific codes and code ensembles. In the range 1 ≤ ℓ ≤ d-1, for specific codes, the new bounds improve on the results in the literature. Numerical calculations are also presented.",,June 2019,10.1109/TIT.2018.2873140,https://ieeexplore.ieee.org/document/8478307
ieee:8782950,conference,Error Crrection for Read-hot Data in 3D-TLC NAND Flash by Read-disturb Modeled Artificial Neural Network Coupled LDPC ECC,✅,3D-TLC NAND read-hot data용 ANN 결합 LDPC ECC(RDNN-LDPC) — NAND 직접 (A),✅ 알고리즘/코드 기여,"Daiki Kojima, Toshiki Nakamura, Ken Takeuchi","Read-disturb Modeled Artificial Neural Network Coupled LDPC ECC (RDNN-LDPC) is proposed to correct errors of read-hot data for 3D-TLC NAND flash. Conventional ANN-LDPC is optimized to correct errors of read-cold data. However, ANN-LDPC does not correct errors of read-hot data. To correct errors of read-hot data, this paper analyzes how input parameter and model change. As a result, measured results of proposed RDNN-LDPC extend acceptable read cycle of 3D-TLC NAND flash by 10-times.",,9-10 June ,10.23919/SNW.2019.8782950,https://ieeexplore.ieee.org/document/8782950
ieee:8971896,conference,Improved Min-Sum Algorithm for Raptor-Like LDPC codes in ATSC 3.0,✅,"ATSC 3.0 raptor-like 바이너리 LDPC용 개선 min-sum(IMS) 신규 알고리즘, NMS/OMS 대비 이득 — 이식 가능 디코더(C)",✅ 알고리즘/코드 기여,"Hao Ju, Yin Xu, Genning Zhang, Dazhi He, Na Gao, Wenjun Zhang","In order to improve the performance of low-rate LDPC codes, ATSC 3.0 adopted raptor-like structure. Min-sum (MS) algorithm and improved versions can be used directly, but their performance on raptor-like LDPC codes are disappointing. In this paper, we introduce an improved min-sum(IMS) algorithm for raptor-like LDPC codes in ATSC 3.0. Simulation results of frame error rate show that the IMS algorithm not only has a noticeable gain in waterfall region over normalized min-sum (NMS) algorithm and offset min-sun (OMS) algorithm, but also has almost the same time complexity. Different from OMS algorithm, the proposed algorithm is not sensitive to the imperfect channel estimation. Meanwhile, the IMS algorithm is easier to realize than those variable factors based algorithms.",,5-7 June 2,10.1109/BMSB47279.2019.8971896,https://ieeexplore.ieee.org/document/8971896
ieee:8971839,conference,Gradient Bit-Flipping LDPC Decoder for ATSC 3.0,✅,Gradient Bit-Flipping(LLR 입력) 새 BF 디코더 변형으로 카테고리 C 이식 가능 디코더,✅ 알고리즘/코드 기여,"Fadi Jerji, Cristiano Akamine","This paper presents the mathematical representation and the numerical results of the Gradient Bit-Flipping Algorithm (GBF) that is derived from the Bit-Flipping Algorithm (BFA).The experimental simulation results for the proposed decoder of the Low-Density Parity-Check (LDPC) codes of ATSC 3.0 demonstrate an enhancement of up to 3.55 dB in error correction performance without an increase in the decoding complexity. The proposed decoder has the ability to decode an erroneous LDPC message in fewer iterations than the traditional BFA due to the employment of the values of the Log-Likelihood Ratio (LLR) as an input, unlike the BFA that uses binary values ignoring the channel estimation output.",,5-7 June 2,10.1109/BMSB47279.2019.8971839,https://ieeexplore.ieee.org/document/8971839
ieee:8840583,conference,Abouth Multi-Threshold Decoding of Low-Density Parity-Check Codes,✅,"LDPC multi-threshold bit-flip 디코더(동적 임계값) 신규 hard-decision 디코더 — 이식 가능 디코더(C), NAND hard-read에 적합",✅ 알고리즘/코드 기여,"A. A. Ovchinnikov, D. V. Ilina","Low-density parity-check codes are one of the most common forward error-correction techniques used in many existing and perspective standards including 5G wireless transmission standards and ultra-high-rate (400 Gbit/s and more) fiber-optic transmission standards. These codes should combine scalability of codelength from dozens to dozens of thousands bits and of coderate from low to very high with outstanding error-correcting performance when operating under severe practical limitations both from the point of view of decoding error and complexity issues. In many practical cases most widely used decoders suffer either from complexity out of system restrictions or from error performance penalties. In this paper the performance-complexity trade-off approach is considered, based on improved hard-decision decoders. Decoding of low-density parity-check codes with bit-flip algorithm is considered. The multi-threshold decoder based on the bit inversion algorithm is described using dynamically changed threshold during the decoding iterations, as well as the simplest empirical method is proposed for thresholds calculation. Simulation results in Gaussian channel with hard decision demodulation are given.",,3-7 June 2,10.1109/WECONF.2019.8840583,https://ieeexplore.ieee.org/document/8840583
ieee:8840134,conference,About Burst-Correction Capability of Block-Permutation LDPC Codes Ensembles,✅,"block-permutation LDPC 앙상블의 burst 정정능력 분석 — 바이너리 LDPC 코드설계(E) 이식 가능, 애매하지만 살림",✅ 알고리즘/코드 기여,"K. A. Bakay, A. A. Ovchinnikov, D.V. Ilina","The problem of maximal correctable error burst length estimation is considered for the probabilistic ensemble of block-permutation low-density parity-check codes. It is noted that this task has polynomial running time. For the number of probabilistic ensembles the simulations are performed showing that the correctable burst length grows linearly with the block size of the block-permutation construction, and with high probability equals to the block size minus one.",,3-7 June 2,10.1109/WECONF.2019.8840134,https://ieeexplore.ieee.org/document/8840134
ieee:8840580,conference,About One Algorithm for Correcting Bursts Using Block-Permutation LDPC-Codes,✅,block-permutation LDPC용 windowed bit-flipping 디코더 변형(burst 정정) — 이식 가능 디코더 알고리즘(C),✅ 알고리즘/코드 기여,"A. M. Veresova, A. A. Ovchinnikov","The approaches to decoding block-permutation low-density parity-check codes in channels with memory are considered. The modification of windowed bit-flipping algorithm for bursty channels is proposed, which is guaranteed to correct bursts within the correcting capabilities of the code. The method of determining the position of bursts is proposed. The simulation results in a memory channel with a limit on the burst length are presented.",,3-7 June 2,10.1109/WECONF.2019.8840580,https://ieeexplore.ieee.org/document/8840580
