ID,Type,Title,Authors,Abstract,Categories,Published,DOI,PDF URL,Status
arxiv:2509.25580v2,preprint,Neural-Model-Augmented Hybrid NMS-OSD Decoders for Near-ML in Short Block Codes,"Guangwen Li, Xiao Yu","This paper presents a hybrid decoding architecture that serially couples a normalized min-sum (NMS) decoder with reinforced ordered statistics decoding (OSD) to achieve near-maximum likelihood (ML) performance for short linear block codes, including LDPC, BCH, and RS codes. The framework introduces several key innovations. A decoding information aggregation model based on a convolutional neural network refines bit-reliability estimates for OSD using the soft-output trajectory of the NMS decoder. An adaptive decoding path for OSD is initialized by the arranged list of the most a priori likely tests algorithm and dynamically updated with empirical data. A sliding-window assisted model enables early termination of test error pattern (TEP) traversal, reducing complexity with minimal performance loss. For short high-rate codes, an undetected error detector identifies erroneous NMS outputs that satisfy parity checks, ensuring they are forwarded to OSD for correction. Extensive simulations on LDPC, BCH, and RS codes demonstrate that the proposed hybrid decoder achieves a competitive trade-off: near-ML frame error rate performance while maintaining advantages in throughput, latency, and complexity over state-of-the-art alternatives. Complexity analysis shows that the average number of OSD TEPs is drastically reduced, and the architecture remains highly parallelizable. An optimization framework is also formulated to balance performance and complexity via parameter tuning.",cs.IT,2025-09-29,,https://arxiv.org/pdf/2509.25580v2,new
arxiv:2509.22347v1,preprint,Decoding quantum low density parity check codes with diffusion,"Zejun Liu, Anqi Gong, Bryan K. Clark","An efficient decoder is essential for quantum error correction, and data-driven neural decoders have emerged as promising, flexible solutions. Here, we introduce a diffusion model framework to infer logical errors from syndrome measurements in quantum low-density parity-check codes. Using the bivariate bicycle code with realistic circuit-level noise, we show that masked diffusion decoders are more accurate, often faster on average, and always faster in the worst case than other state-of-the-art decoders, including belief propagation with ordered statistics decoding (BP-OSD) and autoregressive neural decoders. We show that by using fewer diffusion steps during inference one can gain significant speed at minimal cost in accuracy. By examining the factored attention from our trained neural network we find that, despite being trained solely on paired samples of syndrome-logical errors, this diffusion decoder learns the structure of the quantum codes. We also compare both masked and continuous diffusion decoders on code-capacity noise models, finding that masked diffusion decoders scale better than continuous diffusion decoders.",quant-ph,2025-09-26,,https://arxiv.org/pdf/2509.22347v1,new
arxiv:2509.21872v1,preprint,Hidden Markov Model Decoding for LDPC Codes,"Jan C Olivier, Etienne Barnard","The paper proposes an iterative Hidden Markov Model (HMM) for decoding a Low Density Parity Check (LDPC) code. It is demonstrated that a first-order HMM provides a natural framework for the decoder. The HMM is time-homogeneous with a fixed transition matrix and is based on a random walk through the encoded frame bits. Each hidden state contains a pair of two encoded bits, and parity checks are naturally incorporated into the observation model. The paper shows that by implementing a forward-backward smoothing estimator for the hidden states, decoding is efficient and requires only a small number of iterations in most cases. The results show that the LDPC decoding threshold is significantly improved compared to belief propagation (BP) on a Tanner graph. Numerical results are presented showing that LDPC codes under the proposed decoder yield a frame error rate (FER) and decoding threshold comparable to that of a Polar code where Successive Cancellation List (SCL) - Cyclic Redundancy Check (CRC) decoding is deployed. This is shown to be achieved even if the frame length is short (on the order of $512$ bits or less) and a regular LDPC code is used. 1",eess.SP,2025-09-26,,https://arxiv.org/pdf/2509.21872v1,new
arxiv:2509.21586v2,preprint,From Indexing to Coding: A New Paradigm for Data Availability Sampling,"Moritz Grundei, Vipindev Adat Vasudevan, Kishori Konwar, Muriel Medard","The data availability problem is a central challenge in blockchain systems and lies at the core of the accessibility and scalability issues faced by platforms such as Ethereum. Modern solutions employ several approaches, with data availability sampling (DAS) being the most self-sufficient and minimalistic in its security assumptions. Existing DAS methods typically form cryptographic commitments on codewords of fixed-rate erasure codes, which restrict light nodes to sampling from a predetermined set of coded symbols.   In this paper, we introduce a new approach to DAS that modularizes the coding and commitment process by committing to the uncoded data while performing sampling through on-the-fly coding. The resulting samples are significantly more expressive, enabling light nodes to obtain, in concrete implementations, up to multiple orders of magnitude stronger assurances of data availability than from sampling pre-committed symbols from a fixed-rate redundancy code as done in established DAS schemes using Reed Solomon or low density parity check codes. We present a concrete protocol that realizes this paradigm using random linear network coding (RLNC).",cs.CR,2025-09-25,,https://arxiv.org/pdf/2509.21586v2,new
arxiv:2509.21112v3,preprint,Adapt or Regress: Rate-Memory-Compatible Spatially-Coupled Codes,"Bade Aksoy, Doğukan Özbayrak, Ahmed Hareedy","Spatially-coupled (SC) codes are a class of low-density parity-check (LDPC) codes that have excellent performance thanks to the degrees of freedom they offer. An SC code is designed by partitioning a base matrix into components, the number of which implies the code memory, then coupling and lifting them. In the same system, various error-correction coding schemes are typically needed. For example, in wireless communication standards, several channel conditions and data rates should be supported. In storage and computing systems, stronger codes should be adopted as the device ages. Adaptive code design enables switching from one code to another when needed, ensuring reliability while reducing hardware cost. In this paper, we introduce a class of reconfigurable SC codes named rate-memory-compatible SC (RMC-SC) codes, which we design probabilistically. In particular, rate compatibility in RMC-SC codes is achieved via increasing the SC code memory, which also makes the codes memory-compatible and improves performance. We express the expected number of short cycles in the SC code protograph as a function of the fixed probability distribution characterizing the already-designed SC code as well as the unknown distribution characterizing the additional components. We use the gradient-descent algorithm to find a locally-optimal distribution, in terms of cycle count, for the new components. The method can be recursively used to design any number of SC codes needed, and we show how to extend it to other cases. Next, we perform the finite-length optimization using a Markov chain Monte Carlo (MC$^2$) approach that we update to design the proposed RMC-SC codes. Experimental results demonstrate significant reductions in cycle counts and remarkable performance gains achieved by RMC-SC codes compared with a literature-based straightforward scheme.","cs.IT, eess.SP",2025-09-25,,https://arxiv.org/pdf/2509.21112v3,new
arxiv:2509.16376v1,preprint,Sparse Regression LDPC Codes for the Block-Fading Non-Coherent SIMO Channel,"Alexander Fengler, Burak Çakmak, Giuseppe Caire","Sparse regression codes (SPARCs) are a class of codes that encode information through the superposition of columns of a randomised coding matrix. The combination with an outer non-binary low density parity check (NB-LDPC) code was recently shown to improve the finite-length performance of these codes over the unfaded AWGN channel. In this paper, we propose a low-complexity approximate message passing (AMP) decoder that is capable of decoding NB-LDPC encoded SPARCs on a Rayleigh fading channel with multiple receive antennas. Notably, the decoder does not require channel state information (CSI), i.e., it is fully non-coherent, but achieves the same error probability as a decoder with full CSI, even for moderate block lengths. This is achieved by iteratively re-estimating the channel throughout the decoding iterations. In addition, we provide a rigorous asymptotic analysis of both the block error probability and the channel estimation error. Numerical results confirm the precision of the analysis and show that the presented coding scheme performs within 1.5 dB of the outage capacity and is competitive with coded modulation schemes employing standardised LDPC codes for 5G cellular networks and pilot-based channel estimation.",cs.IT,2025-09-19,,https://arxiv.org/pdf/2509.16376v1,new
arxiv:2509.14509v1,preprint,Decoded Quantum Interferometry Requires Structure,"Eric R. Anschuetz, David Gamarnik, Jonathan Z. Lu","We study the performance of Decoded Quantum Interferometry (DQI) on typical instances of MAX-$k$-XOR-SAT when the transpose of the constraint matrix is drawn from a standard ensemble of LDPC parity check matrices. We prove that if the decoding step of DQI corrects up to the folklore efficient decoding threshold for LDPC codes, then DQI is obstructed by a topological feature of the near-optimal space of solutions known as the overlap gap property (OGP). As the OGP is widely conjectured to exactly characterize the performance of state-of-the-art classical algorithms, this result suggests that DQI has no quantum advantage in optimizing unstructured MAX-$k$-XOR-SAT instances. We also give numerical evidence supporting this conjecture by showing that approximate message passing (AMP)--a classical algorithm conjectured to saturate the OGP threshold--outperforms DQI on a related ensemble of MAX-$k$-XOR-SAT instances. Finally, we prove that depth-$1$ QAOA outperforms DQI at sufficiently large $k$ under the same decoding threshold assumption.   Our result follows by showing that DQI is approximately Lipschitz under the quantum Wasserstein metric over many standard ensembles of codes. We then prove that MAX-$k$-XOR-SAT exhibits both an OGP and a related topological obstruction known as the chaos property; this is the first known OGP threshold for MAX-$k$-XOR-SAT at fixed $k$, which may be of independent interest. Finally, we prove that both of these topological properties inhibit approximately Lipschitz algorithms such as DQI from optimizing MAX-$k$-XOR-SAT to large approximation ratio.","quant-ph, cond-mat.dis-nn, cond-mat.stat-mech, cs.DS",2025-09-18,,https://arxiv.org/pdf/2509.14509v1,new
arxiv:2509.13040v2,preprint,Linear Complexity Computation of Code Distance and Minimum Size of Trapping Sets for LDPC Codes with Bounded Treewidth,"Qingqing Peng, Ke Liu, Guiying Yan, Guanghui Wang","It is well known that, given \(b\ge 0\), finding an $(a,b)$-trapping set with the minimum \(a\) in a binary linear code is NP-hard. In this paper, we demonstrate that this problem can be solved with linear complexity with respect to the code length for codes with bounded treewidth. Furthermore, suppose a tree decomposition corresponding to the treewidth of the binary linear code is known. In that case, we also provide a specific algorithm to compute the minimum \(a\) and the number of the corresponding \((a, b)\)-trapping sets for a given \(b\) with linear complexity. Simulation experiments are presented to verify the correctness of the proposed algorithm.",cs.IT,2025-09-16,,https://arxiv.org/pdf/2509.13040v2,new
arxiv:2509.08328v2,preprint,Towards solving industrial integer linear programs with Decoded Quantum Interferometry,"Francesc Sabater, Ouns El Harzli, Geert-Jan Besjes, Marvin Erdmann, Johannes Klepsch, Jonas Hiltrop, Jean-Francois Bobier, Yudong Cao, Carlos A. Riofrio","Optimization via decoded quantum interferometry (DQI) has recently gained a great deal of attention as a promising avenue for solving optimization problems using quantum computers. In this paper, we apply DQI to an industrial optimization problem in the automotive industry: the vehicle option-package pricing problem. Our main contributions are 1) formulating the industrial problem as an integer linear program (ILP), 2) converting the ILP into instances of max-XORSAT, and 3) developing a detailed quantum circuit implementation for belief propagation, a heuristic algorithm for decoding LDPC codes. Thus, we provide a full implementation of the DQI algorithm using Belief Propagation, which can be applied to any industrially relevant ILP by first transforming it into a max-XORSAT instance. We also evaluate the effectiveness of our implementation by benchmarking it against both Gurobi and a random sampling baseline.",quant-ph,2025-09-10,10.1088/2058-9565/ae65d8,https://arxiv.org/pdf/2509.08328v2,new
arxiv:2509.07288v1,preprint,Compressing Syndrome Measurement Sequences,"Benjamin Anker, Milad Marvian","In this work, we analyze a framework for constructing fault-tolerant measurement schedules of varying lengths by combining stabilizer generators, and prove results about the distance of such schedules by combining according to classical codes. Using this framework, we produce explicit measurement schedules sufficient for fault-tolerant error correction of quantum codes of distance $d$ with $r$ independent stabilizer generators using only $O(d \log{r})$ measurements if the code is LDPC, and $O(d \log d \log r)$ measurements if the code is produced via concatenating a smaller code with itself $O(\log d)$ times. In both of these cases the number of measurements can be asymptotically fewer than the number of stabilizer generators which define the code. Although optimizing our construction to use the fewest measurements produces high-weight stabilizers, we also show that we can reduce the number of measurements used for specific examples while maintaining low-weight stabilizer measurements. We numerically examine the performance of our construction on the surface code under several noise models and demonstrate the exponential error suppression with increasing distance which is characteristic of weak fault tolerance.",quant-ph,2025-09-08,,https://arxiv.org/pdf/2509.07288v1,new
