ID,Type,Title,Status,Reason,Algo,Authors,Abstract,Categories,Published,DOI,PDF URL
ieee:8736998,journal,"Asymptotic Average Multiplicity of Structures Within Different Categories of Trapping Sets, Absorbing Sets, and Stopping Sets in Random Regular and Irregular LDPC Code Ensembles",✅,LDPC trapping/absorbing/stopping set의 점근적 다중도 분석 — error floor 구조 이해/코드설계에 이식 가능(E),✅ 알고리즘/코드 기여,"Ali Dehghan, Amir H. Banihashemi","The performance of low-density parity-check (LDPC) codes in the error floor region is closely related to some substructures of the code's Tanner graph, collectively referred to as trapping sets (TSs). In this paper, we study the asymptotic average number of different types of trapping sets such as elementary TSs (ETS), leafless ETSs (LETS), absorbing sets (ABS), elementary ABSs (EABS), and stopping sets (SS), in random variable-regular and irregular LDPC code ensembles. We demonstrate that, regardless of the type of the TS, as the code's length tends to infinity, the average number of a given structure tends to infinity, to a positive constant, or to zero, if the structure contains no cycle, only one cycle, or more than one cycle, respectively. For the case where the structure contains a single cycle, we derive the asymptotic expected multiplicity of the structure by counting the average number of its constituent cycles and all the possible ways that the structure can be constructed from the cycle. This, in general, involves computing the expected number of cycles of a certain length with a certain given combination of node degrees, or computing the expected number of cycles of a certain length expanded to the desired structure by the connection of trees to its nodes. The asymptotic results obtained in this work, which are independent of the block length and only depend on the code's degree distributions, are shown to be accurate even for finite-length codes.",,Oct. 2019,10.1109/TIT.2019.2923198,https://ieeexplore.ieee.org/document/8736998
ieee:8725915,journal,Efficient Post-Processors for Improving Error-Correcting Performance of LDPC Codes,✅,LDPC error floor 완화를 위한 신규 post-processor(simulated annealing 기반 quenching/heating)를 BP 디코더에 통합 — 이식 가능 디코더/error floor 기법(C/E),✅ 알고리즘/코드 기여,"Yaoyu Tao, Shuanghong Sun, Zhengya Zhang","The error floor phenomenon, associated with iterative decoders, is one of the most significant limitations to the applications of low-density parity-check (LDPC) codes. A variety of techniques from code design to decoder implementation have been proposed to address the error floor problem, among which post-processors have shown to be both effective and implementation-friendly. In this paper, we take the inspiration from simulated annealing to generalize the post-processor design using three methods: quenching, extended heating, and focused heating, each of which targets a different error structure. The resulting post-processor is demonstrated to lower the error floors by two orders of magnitude for two structured code examples, a (2209, 1978) array LDPC code and a (1944, 1620) LDPC code used by the IEEE 802.11n standard. The post-processor can be integrated with a belief-propagation decoder with minimal overhead. The post-processor design is equally applicable to other structured LDPC codes.",,Oct. 2019,10.1109/TCSI.2019.2915574,https://ieeexplore.ieee.org/document/8725915
ieee:8758347,journal,On the Design of Multi-Edge Type Low-Density Parity-Check Codes,✅,"Multi-edge type 바이너리 LDPC의 신규 설계 규칙(탐색공간 제약 제거, threshold 개선) — 이식 가능 코드 설계(E)",✅ 알고리즘/코드 기여,"Suhwang Jeong, Jeongseok Ha","Since multi-edge type low-density parity-check (MET-LDPC) codes were first proposed, the design of MET-LDPC codes has been extensively studied for various applications. However, the existing design rules assume that check node degrees are in the so-called concentrated form which enables one to conveniently find pairs of edge and node distributions satisfying the socket count equalities (SCEs). However, it in return makes the code design conducted in a limited search space, which may lead to a sub-optimal design. This paper proposes a novel design rule for MET-LDPC codes together with a scheme to efficiently sort out invalid distributions, i.e., ones not satisfying the SCEs, in the design process. The proposed design rule does not require check node degrees to be in the concentrated form and can find out optimized MET-LDPC codes without any restriction on the search space. Based on the proposed design rule, MET-LDPC codes are designed across a wide range of code rates on binary-erasure channel and binary-input additive-white Gaussian channel. The designed codes are compared with ones reported in the open literature, which confirms that MET-LDPC codes with the proposed design rule have better threshold performances regardless of channel and code rate even with sets of limited code parameters.",,Oct. 2019,10.1109/TCOMM.2019.2927567,https://ieeexplore.ieee.org/document/8758347
ieee:8752015,journal,Thresholds of Absorbing Sets Under Scaled Min-Sum LDPC Decoding,✅,Scaled min-sum LDPC 디코딩에서 absorbing set threshold 분석 및 scaling factor로 비활성화 — 이식 가능 디코더/error floor 기법(C/E),✅ 알고리즘/코드 기여,"Marco Ferrari, Alessandro Tomasoni, Ramon Marenzi, Sandro Bellini","In this paper, the definition of threshold of elementary absorbing sets is extended to scaled Min-Sum low-density parity-check (LDPC) decoding. Based on the analysis of the behavior of scaled Min-Sum LDPC decoders in the Tanner graph of the absorbing set, it is proven that correct decoding is guaranteed with received channel messages above threshold. A fast algorithm for the threshold computation is derived. Many examples of absorbing sets taken from LDPC codes of various variable node degrees are investigated, and it is shown that all of them can be deactivated with low enough scaling factors.",,Oct. 2019,10.1109/TCOMM.2019.2926032,https://ieeexplore.ieee.org/document/8752015
ieee:8911623,conference,A sectional degree match approximate Min-sum decoding algorithm for LDPC,✅,"바이너리 LDPC용 sectional degree match 근사 min-sum 신규 알고리즘, HW 구현 고려 — 이식 가능 디코더(C/D)",✅ 알고리즘/코드 기여,"Ruizhen Wu, Lin Wang, Tao Yuan, Hua Feng","A sectional degree match approximate Min-sum decoding algorithm for LDPC is proposed in this paper. The degradation factor from BP to MS is analyzed and a proposal to offset it, is explained, with expansion and optimization based on principles of hardware implementation. The decoding algorithm summarizes three correction approximate algorithms considering different LLR values, matrix degrees and rules of hardware implementation. Simulation is following LDPC NR 3GPP 38.212 release and the comparison results demonstrate that the proposed sectional degree match approximate Min-sum decoding algorithm has a better BER and less iteration time. The hardware implementation of this algorithm is strived from Min-Sum decoder and the extra cost is minor besides the memory.",,30 Sept.-2,10.1109/5GWF.2019.8911623,https://ieeexplore.ieee.org/document/8911623
ieee:8970730,conference,Joint Equalization and LDPC Decoding,✅,DFE 등화를 LDPC 메시지패싱에 직접 통합하는 새 디코더 구조 제안; 부호 비의존 BP 개선으로 이식 가능(C),✅ 알고리즘/코드 기여,"Werner Henkel, Nazia S. Islam, M. Ahmed Leghari","Encoding and channel convolution and the corresponding equalization and decoding are a serial concatenation. One might consider the solution to be iterative equalization and decoding in a Turbo fashion. We are showing that it is not necessary to run LDPC decoding and equalization as separate entities in a Turbo manner, but integrate decision-feedback equalization (DFE) directly into the LDPC decoder, performing DFE-like operations as part of the LDPC message passing.",,28-30 Oct.,10.1109/ICUMT48472.2019.8970730,https://ieeexplore.ieee.org/document/8970730
ieee:8928034,conference,Concatenated Reed-Solomon/Spatially Coupled LDPC Codes,✅,SC-LDPC를 large girth·locally systematic로 설계해 error floor 제거 — 이식 가능 바이너리 LDPC 코드설계 기법(E). RS는 외부 concatenation일 뿐,✅ 알고리즘/코드 기여,"Jie Qiu, Shiqiu Liu, Li Chen","Spatially coupled (SC) low-density parity-check (LDPC) codes can achieve capacity approaching belief propagation (BP) decoding performance with low message recovery latency when using the sliding window decoding (SWD). The SWD is suitable for data stream transmission but cannot always correct all errors in the targeted symbol set. A further decoding stage would be desirable to eliminate the remaining errors from SWD. This paper proposes a novel concatenated coding scheme where the Reed-Solomon (RS) codes and the SC-LDPC codes are chosen as the outer code and the inner code, respectively, namely the RS-SC-LDPC codes. Consequently, the remaining errors from SWD can be corrected by the outer RS codes. In the concatenated coding scheme, the inner SC-LDPC code is designed such that it has a large girth and locally systematic encoding property. Our simulation results show the RS-SC-LDPC codes can achieve a high decoding performance, while the error floor of the inner code can be removed.",,23-25 Oct.,10.1109/WCSP.2019.8928034,https://ieeexplore.ieee.org/document/8928034
ieee:8928121,conference,A Reduced-Complexity ADMM Based Decoding Algorithm for LDPC Codes,✅,ADMM LP 디코딩의 check polytope projection 복잡도 저감(trend extrapolation) 신규 디코더 알고리즘 — 바이너리 LDPC 이식 가능(C),✅ 알고리즘/코드 기여,"Zhibiao Liang, Xiang Chen, Xinghua Sun, Lijun Zhai","Alternating Direction Method of Multipliers (ADM-M) is an effective method for Linear Programming (LP) decoding of Low-Density Parity-Check (LDPC) codes. In the ADMM-based LDPC decoding algorithm, Euclidean projection on the check polytope is the key step. Current Euclidean projection algorithms in general require either sorting or iterative operations. However, when decoding LDPC codes with high coding rate, the sorting operation brings a high level of computation complexity. Moreover, although the current iterative projection algorithms do not involve the complex operation of sorting, its convergence speed is slow. In this paper, based on trend extrapolation, a reduced-complexity iterative check polytope projection algorithm is proposed. In the proposed algorithm, the target projection point can be found based on the variation trend of the geometric position of the projection points obtained from previous iterations. Therefore, it ensures fast convergence and does not sacrifice on bit error rate (BER) performance. The simulation results confirm that the proposed algorithm can effectively reduce the decoding complexity, especially for LDPC codes with high coding rate.",,23-25 Oct.,10.1109/WCSP.2019.8928121,https://ieeexplore.ieee.org/document/8928121
ieee:8927932,conference,Tabu-List Noisy Gradient Descent Bit Flipping Decoding of LDPC Codes,✅,LDPC용 Tabu-List NGDBF 비트플립 디코더 개선 — 이식 가능 디코더 알고리즘 (C),✅ 알고리즘/코드 기여,"Li Zhang, Nan Liu, Zhiwen Pan, Xiaohu You","The Noisy Gradient Descent Bit Flipping (NGDBF) algorithm surpasses the previous Gradient Descent Bit Flipping (GDBF) and other Bit Flipping (BF) algorithms for decoding Low-Density Parity-Check (LDPC) codes. However, the NGDBF decoder sometimes cannot escape from the local maxima. To further enhance the performance of the NGDBF algorithm, an improved NGDBF algorithm called Tabu-List Noisy Gradient Descent Bit Flipping (TNGDBF) is proposed in this paper. A tabu-list is employed to help the NGDBF decoder escape from the local maxima. It is shown in the simulation results that the TNGDBF algorithm gains about 0.2 dB performance compared with NGDBF at the cost of a small amount of complexity increase.",,23-25 Oct.,10.1109/WCSP.2019.8927932,https://ieeexplore.ieee.org/document/8927932
ieee:8927973,conference,Construction of Finite Field Based QC-LDPC Codes from Isomorphism Perspective,✅,유한체 기반 QC-LDPC 동형 관점 구성으로 girth↑·단주기↓ — 바이너리 코드 설계 (E),✅ 알고리즘/코드 기여,"Huaan Li, Hengzhou Xu, Baoming Bai, Min Zhu, Ji Zhang","There are many algebraic tools, e.g., finite fields and combinatorial designs, for constructing good quasi-cyclic LDPC (QC-LDPC) codes. In particular, QC-LDPC codes designed based on two arbitrary subsets of a given finite field perform very well and some well-known algebraic constructions of QC-LDPC codes have been verified as special cases of this method. How to choose these two subsets to further improve the performance of finite field based QC-LDPC codes is of interest. In this paper, we study such codes and analyze their structural properties from isomorphism perspective, and generalize some rules to efficiently determine the non-isomorphic finite field based codes. By comparing the cycle distributions of non-isomorphic codes, we can easily construct the finite field based QC-LDPC codes with larger girth and fewer short cycles. These codes generally perform very well and can be used as the ingredients of some further processings, e.g., masking. Numerical results show that the constructed codes have better performance with the iterative decoding algorithms.",,23-25 Oct.,10.1109/WCSP.2019.8927973,https://ieeexplore.ieee.org/document/8927973
