ID,Type,Title,Status,Reason,Algo,Authors,Abstract,Categories,Published,DOI,PDF URL
ieee:1717676,journal,"A 0.18-$muhbox m$CMOS Analog Min-Sum Iterative Decoder for a (32,8) Low-Density Parity-Check (LDPC) Code",✅,"아날로그 min-sum 반복 디코더 CMOS 구현 — 이식 가능 HW 아키텍처(D), min-sum 디코더 회로 기법",🔧 하드웨어 수정만,"S. Hemati, A.H. Banihashemi, C. Plett","Current-mode circuits are presented for implementing analog min-sum (MS) iterative decoders. These decoders are used to efficiently decode the best known error correcting codes such as low-density parity-check (LDPC) codes and turbo codes. The proposed circuits are devised based on current mirrors, and thus, in any fabrication technology that accurate current mirrors can be designed, analog MS decoders can be implemented. The functionality of the proposed circuits is verified by implementing an analog MS decoder for a (32,8) LDPC code in a 0.18-mum CMOS technology. This decoder is the first reported analog MS decoder. For low signal to noise ratios where the circuit imperfections are dominated by the noise of the channel, the measured error correcting performance of this chip in steady-state condition surpasses that of the conventional floating-point discrete-time synchronous MS decoder. When data throughput is 6 Mb/s, loss in the coding gain compared to the conventional MS decoder at BER of 10-3  is about 0.3 dB and power consumption is about 5 mW. This is the first time that an analog decoder has been successfully tested for an LDPC code, though a short one",,Nov. 2006,10.1109/JSSC.2006.883329,https://ieeexplore.ieee.org/document/1717676
ieee:1710383,journal,A Turbo-Decoding Message-Passing Algorithm for Sparse Parity-Check Matrix Codes,✅,"TDMP 메시지패싱 알고리즘(C/D). 수렴속도·메모리·복잡도 개선, 부호 비의존적이고 바이너리 LDPC BP 이식 가능, AA-SPCM HW 아키텍처 포함",✅ 알고리즘/코드 기여,M.M. Mansour,"A turbo-decoding message-passing (TDMP) algorithm for sparse parity-check matrix (SPCM) codes such as low-density parity-check, repeat-accumulate, and turbo-like codes is presented. The main advantages of the proposed algorithm over the standard decoding algorithm are 1) its faster convergence speed by a factor of two in terms of decoding iterations, 2) improvement in coding gain by an order of magnitude at high signal-to-noise ratio (SNR), 3) reduced memory requirements, and 4) reduced decoder complexity. In addition, an efficient algorithm for message computation using simple “max” operations is also presented. Analysis using EXIT charts shows that the TDMP algorithm offers a better performance–complexity tradeoff when the number of decoding iterations is small, which is attractive for high-speed applications. A parallel version of the TDMP algorithm in conjunction with architecture-aware (AA) SPCM codes, which have embedded structure that enables efficient high-throughput decoder implementation, are presented. Design examples of AA-SPCM codes based on graphs with large girth demonstrate that AA-SPCM codes have very good error-correcting capability using the TDMP algorithm.",,Nov. 2006,10.1109/TSP.2006.880240,https://ieeexplore.ieee.org/document/1710383
ieee:4050082,journal,Hardware efficient decoding of LDPC codes using partial-min algorithms,✅,"partial-min 알고리즘으로 check node 업데이트 — min-sum 변형 디코더(C) + check node 프로세서 HW 아키텍처/메모리 절감(D), NAND 직접 이식 가능",✅ 알고리즘/코드 기여,"J.-n. Su, K. Liu, H. Min","In this paper, the partial-min algorithms are proposed for updating the check node messages in decoding low-density parity-check (LDPC) codes. The proposed methods can achieve a good performance-versus-complexity tradeoff by reducing both the check node processor complexity and the decoder memory requirements. Float-point and fixed-point simulation results show that a near optimum performance can be maintained. The architecture of a check node processor implementing the partial-min algorithms is also presented. The hardware expense especially the memory requirement is analyzed and compared with normal decoding architectures",,Nov. 2006,10.1109/TCE.2006.273171,https://ieeexplore.ieee.org/document/4050082
ieee:5195502,conference,LDPC codes based on circulant permutation matrices for fast encoding,✅,circulant permutation matrix 기반 QC-LDPC 저복잡도 인코딩 구성 - 코드설계(E) 이식 가능,✅ 알고리즘/코드 기여,"Yizhou Ma, Moonho Lee, Yang Xiao","In this paper we present a class of algebraically structured quasi-cyclic (QC) low-density parity-check (LDPC) codes which have lower encoding complexity than randomly constructed LDPC codes for the specific structure of their parity-check matrices. Since the parity-check matrices are comprised of blocks of circulant permutation matrices, the storage efficiency can be improved significantly. We also show QC properties and the performance of these codes.",,6-9 Nov. 2,,https://ieeexplore.ieee.org/document/5195502
ieee:5195491,conference,An improved PEG construction of irregular LDPC codes by conditioning low-degree nodes,✅,"PEG 개선(저차 노드 conditioning으로 girth 히스토그램 개선, error floor 저감) - 신규 코드설계 기법(E)",✅ 알고리즘/코드 기여,"Hua Chen, Zhigang Cao","Progressive Edge-Growth (PEG) algorithm is an important approach to construct good LDPC codes at short block lengths. PEG construction with optimized symbol-node degree distributions yield irregular codes with very good performance, especially in the water-fall region. In this paper, we present a modification to the PEG algorithm by conditioning low-degree symbol nodes in the Tanner graph. Our modified algorithm yields irregular codes with improved girth histogram at low-degree symbol nodes. Simulation results show that the modified algorithm can lower the error floor of irregular PEG codes considerably, while having slightly better performance in the water-fall region.",,6-9 Nov. 2,,https://ieeexplore.ieee.org/document/5195491
ieee:5195480,conference,Lower bounds of weights and distances of good LDPC codes,✅,생성행렬 기반 LDPC 가중치·거리 추정 신규 알고리즘으로 유한길이 부호 설계(distance/girth) 평가에 이식 가능(E),✅ 알고리즘/코드 기여,"Yang Xiao, Moon Ho Lee","Since the distance computation is a NP problem, most presented evaluations of LDPC codes are mainly based on the girth numbers of the codes. The computation for the distance of the codes is also depended on the girth numbers. There has been no simple way to obtain the distance of LDPC codes because the code length is very long. Based on generation matrices, this paper develops an algorithm to estimate the weights and distance of LDPC codes. The paper establishes the lower bounds of weights and distances of LDPC codes by using the vectors of generation matrices, which is different from the presented probabilitistic search methods for the weights' and distances of LCPC codes. The proposed algorithm can greatly reduce the searching time of weights and distances. Applying the algorithm we find that some LDPC codes get good BER performance although they are only free girth 4 but of great distances. Simulations verify the algorithms to be valid.",,6-9 Nov. 2,,https://ieeexplore.ieee.org/document/5195480
ieee:5195621,conference,A design of LDPC codes with large girth based on the sub-matrix shifting,✅,sub-matrix shifting으로 girth-8 LDPC 신규 구성법 - 바이너리 코드설계(E) 이식 가능,✅ 알고리즘/코드 기여,"Jun Fan, Yang Xiao","In this paper, we present an approach for constructing LDPC codes with girth 8. First, we design 3 submatrices with different shifting functions given by our schemes, then combine them into a matrix according to our approach, finally, expand the matrix into a desired parity-check matrix using identity matrices and cyclic shift matrices of the identity matrices. The simulation results in AWGN channels show that these codes which can be obtained by the generator matrix derived from this check matrix for encoding the random information bits are as good as random LDPC codes.",,6-9 Nov. 2,,https://ieeexplore.ieee.org/document/5195621
ieee:5195498,conference,Construction of good quasi-cyclic LDPC codes,✅,"index matrix 기반 QC-LDPC 신규 구성(girth 4/6 제거, 최소거리 증대 조건 도출) - 바이너리 코드설계(E)",✅ 알고리즘/코드 기여,"Yang Xiao, Moon Ho Lee","The BER performance of presented quasi-cyclic (QC) low-density parity-check (LDPC) codes is not good as that of randomly constructed LDPC codes, while the lack of structure of randomly constructed LDPC codes implies serious disadvantages in terms of storing and accessing a large parity-check matrix. To solve the problems, this paper proposes a design of good quasi-cyclic (QC) low-density parity-check (LDPC) codes, the obtained algebraically structured codes have large minimum distances and good BER performance. The proposed design is based on index matrices, which determines the shifts of the circulant matrices of the sparse parity-check matrices. Compared with the presented design of QC LDPC codes, the designed QC LDPC codes are free from girth 4, sometimes free from girth 6, and have much larger minimum distances. Based on the algebraic code structure, the conditions of the girth and minimum distance of the codes are found. The BER performance of the designed QC LDPC block codes compares with that of randomly constructed LDPC codes for any block lengths. Better BER performance is obtained by increasing the circulant size of the base QC code. Simulations verify the construction of the QC LDPC codes to be valid.",,6-9 Nov. 2,,https://ieeexplore.ieee.org/document/5195498
ieee:5195495,conference,Design of variable-rate adaptive LDPC codes for DVB-S2 applications,✅,mother H행렬 구조적 변형으로 가변 레이트 LDPC 도출하는 대수적 구성법 - rate-compatible 코드설계 기법(E) 이식 가능,✅ 알고리즘/코드 기여,"Nishit Pandya, Bahram Honary","Both constant and variable Forward Error Correcting (FEC) coding is provided by the DVB-S2 system[ 11]. Variable FEC can be used to provide different levels of error protection according to applications, & may be combined with the use of return channels, to achieve Adaptive Coding. The novel idea explained in this paper, introduces an algebric method for construction of well-structured Low Density Parity Check (LPDC) codes, enabling the system to switch between LDPC codes of different rates (9/10, 8/9, 5/6, 4/5,…) and perform FEC based on the required level of error protection. In this scheme instead of using different parity check matrices for the different code rates, LDPC codes of different rates are derived by structurally modifying a mother parity check matrix. It is different from the rate-compatible [8] code construction in the sense that the H-Matrix used for different code-rates is independent of the H-matrices used for all other code-rates in the set.",,6-9 Nov. 2,10.1049/cp:20061334,https://ieeexplore.ieee.org/document/5195495
ieee:5195488,conference,Generalized quasi-cyclic LDPC codes for wireless data transmission,✅,"generalized QC-LDPC 신규 구성(소수 파라미터로 다양한 길이/레이트 정의), 바이너리 코드설계(E) 이식 가능",✅ 알고리즘/코드 기여,"Abdi Moinian, Bahram Honary, Ernst Gabidulin","While in wired access networks meeting packet error requirements requested by the applications are simplified by the stability of the channel conditions, in the case of wireless networks, this is not the case. Especially for real-time applications using User Datagram Protocols (UDP) for fast, unordered and unacknowledged delivery of packets, reliability is greatly compromised. Low Density Parity Check (LDPC) codes are especially suitable for wireless applications as they exhibit near-capacity performance. In this paper we demonstrate a generalized LDPC design, which covers a large family of LDPC codes. The new generalized LDPC codes are defined by a small number of parameters. The proposed LDPC codes cover a large set of code lengths and rates, which can be used for transmission of different types of data over wireless channels. Furthermore performance of these codes, under iterative decoding algorithm, compares well with other well-structured LDPC codes such as BIBD and array LDPC codes as well as pseudo-random LDPC codes.",,6-9 Nov. 2,10.1049/cp:20061327,https://ieeexplore.ieee.org/document/5195488
