ID,Type,Title,Authors,Abstract,Categories,Published,DOI,PDF URL,Status
arxiv:2408.16617v2,preprint,Long-Range $ZZ$ Interaction via Resonator-Induced Phase in Superconducting Qubits,"Xiang Deng, Wen Zheng, Xudong Liao, Haoyu Zhou, Yangyang Ge, Jie Zhao, Dong Lan, Xinsheng Tan, Yu Zhang, Shaoxiong Li, Yang Yu","Superconducting quantum computing emerges as one of leading candidates for achieving quantum advantage. However, a prevailing challenge is the coding overhead due to limited quantum connectivity, constrained by nearest-neighbor coupling among superconducting qubits. Here, we propose a novel multimode coupling scheme using three resonators driven by two microwaves, based on the resonator-induced phase gate, to extend the $ZZ$ interaction distance between qubits. We demonstrate a CZ gate fidelity exceeding 99.9\% within 160 ns at free spectral range (FSR) of 1.4 GHz, and by optimizing driving pulses, we further reduce the residual photon to nearly $10^{-3}$ within 100 ns at FSR of 0.2 GHz. These facilitate the long-range CZ gate over separations reaching sub-meters, thus significantly enhancing qubit connectivity and making a practical step towards the scalable integration and modularization of quantum processors. Specifically, our approach supports the implementation of quantum error correction codes requiring high connectivity, such as low-density parity check codes that paves the way to achieving fault-tolerant quantum computing.",quant-ph,2024-08-29,10.1103/PhysRevLett.134.020801,https://arxiv.org/pdf/2408.16617v2,new
arxiv:2408.15758v1,preprint,Performance of Cascade and LDPC-codes for Information Reconciliation on Industrial Quantum Key Distribution Systems,"Ronny Müller, Claudia De Lazzari, Fernando Chirici, Ilaria Vagniluca, Leif Katsuo Oxenløwe, Søren Forchhammer, Alessandro Zavatta, Davide Bacco","Information Reconciliation is a critical component of Quantum Key Distribution, ensuring that mismatches between Alice's and Bob's keys are corrected. In this study, we analyze, simulate, optimize, and compare the performance of two prevalent algorithms used for Information Reconciliation: Cascade and LDPC codes in combination with the Blind protocol. We focus on their applicability in practical and industrial settings, operating in realistic and application-close conditions. The results are further validated through evaluation on a live industrial QKD system.",quant-ph,2024-08-28,,https://arxiv.org/pdf/2408.15758v1,new
arxiv:2408.14652v1,preprint,Continuous Optimization for Decoding Errors,Shashank Srivastava,"Error-correcting codes are one of the most fundamental objects in pseudorandomness, with applications in communication, complexity theory, and beyond. Codes are useful because of their ability to support decoding, which is the task of recovering a codeword from its noisy copy. List decoding is a relaxation where the decoder is allowed to output a list of codewords, and has seen tremendous progress over the last 25 years. In this thesis, we prove new algorithmic and combinatorial results about list decoding.   We describe a list decoding framework that reduces the task of efficient decoding to proving distance in certain restricted proof systems. We then instantiate this framework for Tanner codes of Sipser and Spielman [IEEE Trans. Inf. Theory 1996] and Alon-Edmonds-Luby (AEL) distance amplification [FOCS 1995] of unique decodable base codes to get the first polynomial time list decoding algorithms for these codes. We also show extensions to the quantum version of AEL distance amplification to get polynomial-time list decodable quantum LDPC codes.   We next give an alternate viewpoint of the above framework based on abstract regularity lemmas. We show how to efficiently implement the regularity lemma for the case of Ta-Shma's explicit codes near the Gilbert-Varshamov bound [STOC 2017]. This leads to a near-linear time algorithm for unique decoding of Ta-Shma's code.   We also give new combinatorial results that improve known list sizes beyond the Johnson bound. Firstly, we adapt the AEL amplification to construct a new family of explicit codes that can be combinatorially list decoded to the optimal error correction radius. This is the first example of such a code that does not use significant algebraic ingredients. Secondly, we present list size improvements for Folded Reed-Solomon codes, improving the state of the art list size for explicit list decoding capacity achieving codes.","cs.IT, cs.DS",2024-08-26,,https://arxiv.org/pdf/2408.14652v1,new
arxiv:2408.13130v3,preprint,"Quantum Rainbow Codes: Achieving Linear Rate, Growing Distance and Transversal Non-Clifford Gates with Generalised Colour Codes","Thomas R. Scruby, Arthur Pesah, Mark Webster","We introduce rainbow codes, a novel class of quantum error correcting codes generalising colour codes and pin codes. Rainbow codes can be defined on any $D$-dimensional simplicial complex that admits a valid $(D + 1)$-colouring of its $0$-simplices. We study in detail the case where these simplicial complexes are derived from chain complexes obtained via the hypergraph product and, by reinterpreting these codes as collections of colour codes joined at domain walls, show that we can obtain code families with growing distance and number of encoded qubits as well as logical non-Clifford gates implemented by transversal application of $T$ and $T^†$. By combining these techniques with the quasi-hyperbolic colour codes of Zhu et al. (arXiv:2310.16982) we obtain a family of codes with transversal non-Clifford gates and parameters $[\![n, Θ(n), Θ(log(n))]\!]$. This is the first example of a family of LDPC codes with linear rate, growing distance and transversal non-Clifford gates, which are necessary conditions for the magic-state distillation parameter $γ=\textrm{log}_d (n/k)$ to be made arbitrarily small. In contrast to several other constructions that satisfy these requirements, our codes are natively defined on qubits, are LDPC, and have non-Clifford gates implementable by single-qubit (rather than entangling) physical operations, but are not asymptotically good.","quant-ph, math.CO",2024-08-23,,https://arxiv.org/pdf/2408.13130v3,new
arxiv:2408.12154v1,preprint,Binary codes from subset inclusion matrices,"Alexey D. Marin, Ivan Yu. Mogilnykh","In this paper, we study the minimum distances of binary linear codes with parity check matrices formed from subset inclusion matrices $W_{t,n,k}$, representing $t$-element subsets versus $k$-element subsets of an $n$-element set. We provide both lower and upper bounds on the minimum distances of these codes and determine the exact values for any $t\leq 3$ and sufficiently large $n$. Our study combines design and integer linear programming techniques. The codes we consider are connected to locally recoverable codes, LDPC codes and combinatorial designs.","math.CO, cs.IT",2024-08-22,,https://arxiv.org/pdf/2408.12154v1,new
arxiv:2408.11726v1,preprint,A Quantum Approximate Optimization Algorithm-based Decoder Architecture for NextG Wireless Channel Codes,"Srikar Kasi, James Sud, Kyle Jamieson, Gokul Subramanian Ravi","Forward Error Correction (FEC) provides reliable data flow in wireless networks despite the presence of noise and interference. However, its processing demands significant fraction of a wireless network's resources, due to its computationally-expensive decoding process. This forces network designers to compromise between performance and implementation complexity. In this paper, we investigate a novel processing architecture for FEC decoding, one based on the quantum approximate optimization algorithm (QAOA), to evaluate the potential of this emerging quantum compute approach in resolving the decoding performance-complexity tradeoff.   We present FDeQ, a QAOA-based FEC Decoder design targeting the popular NextG wireless Low Density Parity Check (LDPC) and Polar codes. To accelerate QAOA-based decoding towards practical utility, FDeQ exploits temporal similarity among the FEC decoding tasks. This similarity is enabled by the fixed structure of a particular FEC code, which is independent of any time-varying wireless channel noise, ambient interference, and even the payload data. We evaluate FDeQ at a variety of system parameter settings in both ideal (noiseless) and noisy QAOA simulations, and show that FDeQ achieves successful decoding with error performance at par with state-of-the-art classical decoders at low FEC code block lengths. Furthermore, we present a holistic resource estimation analysis, projecting quantitative targets for future quantum devices in terms of the required qubit count and gate duration, for the application of FDeQ in practical wireless networks, highlighting scenarios where FDeQ may outperform state-of-the-art classical FEC decoders.",quant-ph,2024-08-21,,https://arxiv.org/pdf/2408.11726v1,new
arxiv:2408.11165v1,preprint,Multi-User SR-LDPC Codes,"Jamison R. Ebert, Jean-Francois Chamberland, Krishna R. Narayanan","This article introduces a novel non-orthogonal multiple access (NOMA) scheme for coordinated uplink channels. The scheme builds on the recently proposed sparse-regression low-density parity-check (SR-LDPC) code, and extends the underlying notions to scenarios with many concurrent users. The resulting scheme, called Multi-User SR-LDPC (MU-SR-LDPC) coding, consists of each user transmitting its own SR-LDPC codeword using a unique sensing matrix in conjunction with a characteristic outer LDPC code. To recover the sent information, the decoder jointly processes the received signals using a low-complexity and highly-parallelizable AMP-BP algorithm. At finite blocklengths (FBL), MU-SR-LDPC codes are shown to achieve a target BER at a higher spectral efficiency than baseline orthogonal multiple access (OMA) and non-orthogonal multiple access (NOMA) schemes with similar computational complexity. Furthermore, MU-SR-LDPC codes are shown to match the performance of maximum a posteriori (MAP) decoding in certain regimes. For certain blocklengths and a sufficiently high number of users, MU-SR-LDPC codes may achieve a higher spectral efficiency than the approximate FBL capacity of the effective single-user Gaussian channel seen by each user in a comparable OMA scheme. Results are supported by numerical simulations.",cs.IT,2024-08-20,,https://arxiv.org/pdf/2408.11165v1,new
arxiv:2408.08786v2,preprint,Effect of Correlated Errors on Quantum Memory,"Smita Bagewadi, Avhishek Chatterjee","Recent results on constant overhead LDPC code-based fault-tolerance against i.i.d. errors naturally lead to the question of fault-tolerance against errors with long-range correlations. Ideally, any correlation can be captured by a joint (system and bath) Hamiltonian. However, an arbitrary joint Hamiltonian is often intractable, and hence, the joint Hamiltonian model with pairwise terms was introduced and developed in a series of foundational works. However, the analysis of the new constant overhead codes in that error model appears to be quite challenging. In this paper, to model correlated errors in quantum memory, we introduce a correlation model which is a generalization of the well-known hidden random fields. This proposed model, which includes stationary and ergodic (non-Markov) error distributions, is shown to capture correlations not captured by the joint Hamiltonian model with pairwise terms. On the other hand, building on non-i.i.d. measure concentration, we show that for a broad class of non-Markov and (possibly) non-stationary error distributions, quantum Tanner codes ensure an exponential retention time (in the number of physical qubits), when the error rate is below a threshold. An implication of these results is that the rate of decay of the correlation with distance does not necessarily differentiate between good and bad correlation.",quant-ph,2024-08-16,,https://arxiv.org/pdf/2408.08786v2,new
arxiv:2408.08660v4,preprint,Enhanced BICM Receivers for Ultra-Reliable Low-Latency Short Packet Communications,"Mody Sy, Raymond Knopp","This paper presents enhanced receiver metrics for joint estimation-detection in short blocklength transmissions, addressing scenarios with unknown channel state information and low or sparse training resource density. We show that it is possible to enhance the performance and sensitivity through block-wise joint estimation-detection compared to standard receivers. The performance analysis makes use of a full 5G transmitter and receiver chains for both Polar and LDPC coded transmissions paired with QPSK modulation scheme. We consider transmissions where reference signals are interleaved with coded data and both are transmitted over a small number of OFDM symbols so that near-perfect channel estimation cannot be achieved. Unlike conventional symbol-by-symbol detection in BICM systems, where the observation for a given coded bit is confined to the symbol in which it is conveyed,the proposed method performs block-wise joint detection over a sliding window of adjacent symbols to fundamentally leverages their statistical dependencies. Accordingly, the LLR for a particular coded bit incorporates information from all symbols within the detection window, rather than being constrained to its host symbol alone. Performance evaluation spans SIMO and SU-MIMO configurations, emphasizing the efficacy of the estimation-detection strategy in realistic base station receiver scenarios. Our findings demonstrate that when the detection windows used in the metric units are on the order of four modulated symbols, the proposed receivers remarkably outperform the conventional ones and can be used to achieve detection performance that is close to that of coherent receivers with perfect CSI.",cs.IT,2024-08-16,,https://arxiv.org/pdf/2408.08660v4,new
arxiv:2408.08292v5,preprint,Optimization by Decoded Quantum Interferometry,"Stephen P. Jordan, Noah Shutty, Mary Wootters, Adam Zalcman, Alexander Schmidhuber, Robbie King, Sergei V. Isakov, Tanuj Khattar, Ryan Babbush","Achieving superpolynomial speedups for optimization has long been a central goal for quantum algorithms. Here we introduce Decoded Quantum Interferometry (DQI), a quantum algorithm that uses the quantum Fourier transform to reduce optimization problems to decoding problems. For approximating optimal polynomial fits over finite fields, DQI achieves a superpolynomial speedup over known classical algorithms. The speedup arises because the problem's algebraic structure is reflected in the decoding problem, which can be solved efficiently. We then investigate whether this approach can achieve speedup for optimization problems that lack algebraic structure but have sparse clauses. These problems reduce to decoding LDPC codes, for which powerful decoders are known. To test this, we construct a max-XORSAT instance where DQI finds an approximate optimum significantly faster than general-purpose classical heuristics, such as simulated annealing. While a tailored classical solver can outperform DQI on this instance, our results establish that combining quantum Fourier transforms with powerful decoding primitives provides a promising new path toward quantum speedups for hard optimization problems.",quant-ph,2024-08-15,10.1038/s41586-025-09527-5,https://arxiv.org/pdf/2408.08292v5,new
