ID,Type,Title,Authors,Abstract,Categories,Published,DOI,PDF URL,Status
ieee:11483191,early access article,Dual-Probability-Frequency Fast Successive Cancellation (DPF-FSC) decoding of non-binary polar code,"Abdallah Abadallah, Bertrand Le Gal, Camille Monière, Emmanuel Boutillon","In low-power wide-area network (LPWAN) protocols (such as LoRaWAN), orthogonal q-ary modulation is often employed because of its high capacity. It is well established that q-ary coded modulation (CM) operates close to the Shannon limit at very low SNR. In this scheme, symbols from a non-binary (NB) error correction code defined over GF(q) are directly mapped to a set of q orthogonal modulation sym...",,,10.1109/JIOT.2026.3685184,https://ieeexplore.ieee.org/document/11483191,new
ieee:11230025,book,Construction of Polar Codes,"Mohammad Rowshan, Emanuele Viterbo","Summary The construction of polar codes is critical in determining their error correction performance, computational complexity, and suitability for diverse applications. This chapter explores various methods for constructing polar codes, focusing on their trade&#x2010;offs in terms of computational complexity, accuracy, and error correction performance. It explores both channel&#x2010;dependen...",,,10.1002/9781119911760.ch6,https://ieeexplore.ieee.org/document/11230025,new
ieee:11229997,book,Fundamentals of Soft&#x2010;Decision Decoding,"Mohammad Rowshan, Emanuele Viterbo","Summary This chapter explores the critical role of decoding techniques in ensuring reliable communication over noisy channels. It discusses the role of various cost functions, which are essential for evaluating how closely a received signal corresponds to potential codewords. The chapter helps the reader to learn about the factors influencing the error rate of linear codes, providing a comprehe...",,,10.1002/9781119911760.ch3,https://ieeexplore.ieee.org/document/11229997,new
ieee:11482787,early access article,Performance improvement of chaos-coded modulation using adaptive bit labeling with an approximation algorithm,"Ryo Tozawa, Seiya Yamashita, Eiji Okamoto, Naoto Horiike, Tetsuya Yamamoto","In wireless communications, error-correction codes (ECCs) are commonly used to improve the transmission quality, and more recently, it has become important to enhance confidentiality. To address this problem, we have previously proposed chaos-coded modulation (CCM), which utilizes chaos theory and encrypts modulation. In addition, we have proposed a CCM system that concatenates ECC, such as convol...",,,10.23919/transcom.2024EBP3202,https://ieeexplore.ieee.org/document/11482787,new
ieee:11230003,book,Channel Coding from 2G to 5G,"Mohammad Rowshan, Emanuele Viterbo",,,,10.1002/9781119911760.app2,https://ieeexplore.ieee.org/document/11230003,new
ieee:11471060,early access article,Design Considerations for Spatially Coupled LDPC Codes Under Decoding Latency Constraints,"Daniel J. Costello, Min Zhu, David G. M. Mitchell, Michael Lentmaier","In this paper, we begin by reviewing the design of spatially coupled low-density parity-check (SC-LDPC) codes with belief- propagation based sliding window decoding (SWD) from the point of view of protograph constructions. We then discuss the potential for an SC-LDPC code to achieve better performance than the iterative decoding threshold of its underlying LDPC block code (LDPC-BC), subject to a c...",,,10.1109/MBITS.2026.3680036,https://ieeexplore.ieee.org/document/11471060,new
ieee:11548537,early access article,Enhancing neural network decoder performance for convolutional polar codes,"Yuto Nakamura, Nobuhiko Miki, Satoshi Suyama, Satoshi Nagata","This paper investigates a low-latency decoding approach for convolutional polar codes using a neural network decoder (NND). Although NNDs enable one-shot decoding and significantly reduce latency, their error-rate performance can be further improved. To address this issue&#39; we introduce a training strategy combining importance sampling, a ResNet-based architecture, and ensemble learning. Simulation...",,,10.23919/comex.2026XBL0058,https://ieeexplore.ieee.org/document/11548537,new
ieee:11519500,early access article,"Game of Coding: Coding Theory in the Presence of Rational Adversaries, Motivated by Decentralized Machine Learning","Hanzaleh Akbari Nodehi, Viveck R. Cadambe, Mohammad Ali Maddah-Ali","Coding theory plays a crucial role in enabling reliable communication, storage, and computation. Classical approaches assume a worst-case adversarial model and ensure error correction and data recovery only when the number of honest nodes exceeds the number of adversarial ones by some margin. However, in some emerging decentralized applications, particularly in decentralized machine learning (DeML...",,,10.1109/MBITS.2026.3693283,https://ieeexplore.ieee.org/document/11519500,new
ieee:11505950,early access article,Binary Dispersed Array Codes for Distributed Storage Systems,"Qin Huang, Guanchen He, Fuqiang Sun","This paper proposes to construct binary array codes from nonbinary codes by binary matrix dispersion. Thanks to their low-density and quasi-cyclic generator matrices, these binary dispersed array codes (BDACs) enjoy low encoding complexity. Their reconstruction property is characterized through matrix transformation. Several explicit constructions of BDACs from minimum-bandwidth regenerating codes...",,,10.1109/TIT.2026.3689964,https://ieeexplore.ieee.org/document/11505950,new
ieee:11314089,book,Codes for Distributed Storage,"Hui Li, Hanxu Hou, Hong Tan","Summary With the rapid proliferation of big data and cloud computing, the field of data storage technology has witnessed substantial advancements, underscoring the growing significance of distributed storage systems (DSSs). This chapter commences by offering a comprehensive overview of maximum distance separable (MDS) codes and erasure codes (ECs). It provides a detailed introduction to several...",,,10.1002/9781394334780.ch2,https://ieeexplore.ieee.org/document/11314089,new
ieee:11520195,early access article,On Design of Tomlinson-Harashima Precoded OTFS System,"Yonghua Liu, Tao Yang, Rongke Liu, Ling Zhao","An orthogonal time frequency space (OTFS) scheme that operates in the delay–Doppler (DD) domain has competitive performance in high-mobility wireless environments. However, its complexity for tackling the interferences among the DD grids remains too high for many practical applications. In this paper, we study a DD-domain Tomlinson-Harashima precoding (THP) approach for OTFS system. First, a new D...",,,10.1109/TVT.2026.3693344,https://ieeexplore.ieee.org/document/11520195,new
ieee:11557352,early access article,Diversity Transforms for OTFS-based LEO Non-Terrestrial Networks,"Chathuranga M. Wijerathna Basnayaka, Haeyoung Lee, Vishalya P. Sooriarachchi, Pandelis Kourtessis, John M. Senior","Low Earth orbit (LEO) satellite constellations are a key enabler for non-terrestrial networks (NTNs) in sixth-generation (6G) systems. However, achieving high reliability over NTN links for mission-critical applications remains challenging, particularly for high-mobility terminals. Existing transmission diversity techniques based on selection combining or maximal ratio combining (MRC) provide no g...",,,10.1109/JIOT.2026.3702433,https://ieeexplore.ieee.org/document/11557352,new
ieee:11354114,book,Near&#x2010;capacity Codes for Entanglement&#x2010;aided Classical Communication,"Zunaira Babar, Daryus Chandra, Soon Xin Ng, Lajos Hanzo",Near&#x2010;capacity classical code designs are proposed for entanglement&#x2010;assisted communication over quantum depolarizing channels. We introduce the superdense coding (SD) protocol as a bit&#x2010;to&#x2010;qubit mapping mechanism and characterize the associated classical capacity. The chapter describes a bit&#x2010;based transmission scheme that serially concatenates an irregular convo...,,,10.1002/9781394331963.ch05,https://ieeexplore.ieee.org/document/11354114,new
ieee:9821388,book,Error Detection and Correction,"Jean-Guillaume Dumas, Jean-Louis Roch, Eric Tannier, Sebastien Varrette","This chapter deals with the algorithms optimizing the redundancy that has to be added in order to achieve this automatic correction. It introduces the main error&#x2010;detecting codes and error&#x2010;correcting codes which are used in practice: Cyclic Redundancy Checks (CRC) codes, Low Density Parity Check (LDPC) codes, Reed&#x2010;Solomon codes, and turbo codes. The chapter presents the main pr...",,,10.1002/9781119005940.ch4,https://ieeexplore.ieee.org/document/9821388,new
ieee:7199883,book,Lowdensity Parity-Check Codes,"Rolf Johannesson, Kamil Sh. Zigangirov","In this chapter, the LDPC block codes, which were invented by Robert Gallager and appeared in his thesis, are discussed. Then they are generalized to LDPC convolutional codes, which were invented by the second author and his graduate student Alberto Jimènez-Feltström. They are discussed in-depth together with bounds on their distances. Iterative decoding is introduced and iterative limits and t...",,,10.1002/9781119098799.ch8,https://ieeexplore.ieee.org/document/7199883,new
ieee:8045039,book,Nonbinary LDPC Coded OFDM,"Shengli Zhou, Zhaohui Wang","Channel coding is an integral part of a digital communication system. This chapter discusses two basic formats of coupling channel coding with OFDM modulation. It then focuses on nonbinary low&#x2010;density&#x2010;parity&#x2010;check (LDPC) codes. Channel coding is introduced to protect information bits from errors after transmission through communication channels, and the bit&#x2010;to&#x2010;sy...",,,10.1002/9781118693865.ch3,https://ieeexplore.ieee.org/document/8045039,new
ieee:8043885,book,Non&#x2010;Binary Low&#x2010;Density Parity Check Codes,"Rolando Antonio Carrasco, Martin Johnston",This chapter contains sections titled:   Introduction   Construction of Binary LDPC Codes &#x2013; Random and Structured Methods   Decoding of Binary LDPC Codes Using the Belief Propagation Algorithm   Construction of Non&#x2010;Binary LDPC Codes Defined Over Finite Fields  <listI...,,,10.1002/9780470740415.ch6,https://ieeexplore.ieee.org/document/8043885,new
ieee:11299403,book,Semantic Impairments in Communications,"Zhijin Qin, Huiqiang Xie, Zhenzi Weng, Xiaoming Tao","This chapter examines semantic impairments in communications, focusing on their impact on semantic information transmission and the robustness of semantic communication systems. Semantic impairments, including spelling errors in text, external noise in speech, and adversarial perturbations in images, are categorized into source semantic impairments and knowledge base semantic impairments. Sourc...",,,10.1002/9781394306268.ch06,https://ieeexplore.ieee.org/document/11299403,new
ieee:11556242,early access article,Experimental Demonstration of Quantum Key Distribution over Deployed Aerial and Underground Multicore Fiber Links,"R Priyadharshini, Sameer Ahmad Mir, Aswani Ashok, Deepika Rajan, S. Kirubakaran, Hari Krishna Atluri, A. Paventhan, Deepa Venkitesh","Multicore-fibres (MCF) have emerged as an attractive solution for capacity scaling in optical communication. Securing such links with Quantum Key Distribution (QKD) is critical with the advent of Quantum computers. For practical deployment, QKD is required to operate alongside high-speed classical communication over field-deployed fiber infrastructure. In this work, the performance of QKD is exper...",,,10.1109/JQE.2026.3701984,https://ieeexplore.ieee.org/document/11556242,new
ieee:11481135,early access article,Improving Error Correction with Weak-Bit Information in Resistive Memories,"Valentin Gherman, Giuseppe Piccolboni, Zeev Freidin, Matan Guttman, Amir Regev, Gabriel Molas, Ishai Naveh, Bastien Giraud, Antoine Hebert, Ilan Sever","This paper presents a method to enhance the error correction capability of binary block error-correcting codes used in resistive memories. It relies on a more effective utilization of bits that are more susceptible to erroneous sensing. Once identified upon receiving an error decoding alert, these weak bits are flipped, and the decoding process is resumed with better chances of success. This works...",,,10.1109/TDMR.2026.3683720,https://ieeexplore.ieee.org/document/11481135,new
ieee:11548526,early access article,ISRS-supported 86.5-Tbps L+U-band transmission over 70.4-km field-deployed DSF with PPLN-based wavelength-band converters,"Kosuke Kimura, Shimpei Shimizu, Megumi Hoshi, Akira Kawai, Masashi Abe, Takushi Kazama, Koji Enbutsu, Takahiro Kashiwazaki, Asuka Inoue, Shunya Konno, Kana Sumihara, Masanori Nakamura, Fukutaro Hamaoka, Takeshi Umeki, Takayuki Kobayashi, Yutaka Miyamoto, Tomoyuki Kato, Yu Tanaka, Takeshi Hoshida","We demonstrate 86.5-Tbps (801.5 Gbps × 108 channels) wavelength division multiplexing (WDM) transmission using the L- and U-bands over a 10.8-THz bandwidth across 70.4 km of field-deployed dispersion-shifted fiber (DSF). The key enabling technology is the wavelength-band conversion using periodically poled lithium niobate (PPLN) waveguides, which extends the usable bandwidth into the U-band where ...",,,10.23919/comex.2026XBL0027,https://ieeexplore.ieee.org/document/11548526,new
ieee:11498710,early access article,Low-Complexity Partially-Ignored BP Detection for Massive MIMO Systems with High-Order Modulation,"Yabei Zhu, Kaining Han, Jianhao Hu","Massive multiple-input multiple-output (massive MIMO) systems have been widely adopted in wireless communications due to the exceptional system capacity and spectral efficiency. However, large-scale antenna configurations and high-order modulation schemes in future communication scenarios pose significant challenges to massive MIMO detection. As an advanced message-passing algorithm, belief propag...",,,10.1109/TVT.2026.3688761,https://ieeexplore.ieee.org/document/11498710,new
