ID,Type,Title,Status,Reason,Algo,Authors,Abstract,Categories,Published,DOI,PDF URL
ieee:6522288,journal,EXIT-Chart-Based LDPC Code Design for 2D ISI Channels,✅,EXIT 차트 기반 LDPC 부호 차수 최적화 설계로 바이너리 LDPC에 이식 가능(E),✅ 알고리즘/코드 기여,"Lingjun Kong, Yong Liang Guan, Jianping Zheng, Guojun Han, Kui Cai, Kheong-Sann Chan","In this paper, optimization of low-density parity-check (LDPC) codes to approach the symmetric information rate (SIR) of two-dimensional (2-D) intersymbol interference (ISI) channels is proposed for high-density magnetic recording, such as bit-patterned magnetic recording (BPMR) and 2-D magnetic recording (TDMR). The code design makes use of the modified Extrinsic Information Transfer (EXIT) chart, where the optimal variable node degree is searched by selecting the best check node degree to fit the check node decoder (CND) EXIT curve to the EXIT curve of the variable node decoder (VND) curve combined with 2-D detector. Simulation results show that LDPC codes with code length 104 bits optimized for a 2-D ISI channel corresponding to 4 Tb/in2 recording density can achieve bit error rate 10-5 at signal-to-noise ratio 0.33 dB away from the SIR. To our knowledge, this is the first capacity-approaching LDPC code successfully optimized for a 2-D ISI channel.",,June 2013,10.1109/TMAG.2013.2248351,https://ieeexplore.ieee.org/document/6522288
ieee:6522234,journal,Iterative Reduced-Complexity Graph-Based Detection for LDPC Coded 2D Recording Channels,✅,2D ISI 채널 LDPC 결합 검출에 Chase 기반 저복잡도 check node 연산 — BP 디코더 개선(C) 이식 가능,✅ 알고리즘/코드 기여,"Zhiliang Qin, Kui Cai, Kheong Sann Chan","In this paper, we consider joint detection and decoding for low-density parity-check (LDPC) coded two-dimensional (2D) intersymbol interference (ISI) channels, where message-passing is performed over an overall factor graph representing both the code structure and the channel model. We propose a low-complexity channel detector based on the Chase decoding algorithm to simplify the check node operation by restricting the a posteriori probability (APP) computation to a small subset of candidate vectors. Simulation results show that the proposed receiver provides an adjustable performance/complexity tradeoff and performs close to the full-complexity graph-based receiver.",,June 2013,10.1109/TMAG.2013.2253763,https://ieeexplore.ieee.org/document/6522234
ieee:6510023,journal,Low-Density Parity-Check Codes from Transversal Designs with Improved Stopping Set Distributions,✅,"MOLS transversal design 기반 바이너리 LDPC 구성, stopping set 분포 개선+QC 구조 — 코드설계(E) 이식 가능",✅ 알고리즘/코드 기여,"Alexander Gruner, Michael Huber","This paper examines the construction of low-density parity-check (LDPC) codes from transversal designs based on sets of mutually orthogonal Latin squares (MOLS). By transferring the concept of configurations in combinatorial designs to the level of Latin squares, we thoroughly investigate the occurrence and avoidance of stopping sets for the arising codes. Stopping sets are known to determine the decoding performance over the binary erasure channel and should be avoided for small sizes. Based on large sets of simple-structured MOLS, we derive powerful constraints for the choice of suitable subsets, leading to improved stopping set distributions for the corresponding codes. We focus on LDPC codes with column weight 4, but the results are also applicable for the construction of codes with higher column weights. Finally, we show that a subclass of the presented codes has quasi-cyclic structure which allows low-complexity encoding.",,June 2013,10.1109/TCOMM.2013.09.120441,https://ieeexplore.ieee.org/document/6510023
ieee:6522273,journal,Cell-to-Cell Interference Compensation Schemes Using Reduced Symbol Pattern of Interfering Cells for MLC NAND Flash Memory,✅,MLC NAND 플래시 셀간간섭 보상+LDPC용 LLR 생성 (카테고리 A 직접),✅ 알고리즘/코드 기여,"Taehyung Kim, Gyuyeol Kong, Xi Weiya, Sooyong Choi","Cell-to-cell interference compensation schemes using reduced symbol pattern of interfering cells for multilevel cell (MLC) NAND flash memory are proposed in this paper. The proposed schemes consist of three procedures, estimation of cell-to-cell interference, compensation for cell-to-cell interference, and generation of log-likelihood ratio (LLR). First, reduced symbol pattern of interfering cells is used to estimate cell-to-cell interference by modifying the levels of the threshold voltage shift from multi page programming to two levels. Second, based on this estimation, cell-to-cell interference is compensated by modifying the read voltage considering the estimated cell-to-cell interference in the proposed scheme 1 and by subtracting the estimated cell-to-cell interference from the sensed voltage in the proposed scheme 2. Finally, after conducting compensation, LLR is calculated for low-density parity check (LDPC) codes in the assumption of free cell-to-cell interference since interference between cells is mitigated by the compensation procedure. By using these techniques, cell-to-cell interference can be relaxed with a simple structure and a high reliability. The bit error rate (BER) performances of the proposed schemes are compared with the conventional schemes on 8-level MLC NAND flash memory. Simulation results show that the proposed schemes show the improved BER performances by more than an order of magnitude compared with the conventional LDPC scheme.",,June 2013,10.1109/TMAG.2013.2251417,https://ieeexplore.ieee.org/document/6522273
ieee:6493982,journal,Enhancing Iterative Decoding of Cyclic LDPC Codes Using Their Automorphism Groups,✅,automorphism group 활용 nonequivalent 패리티검사 행렬 다중 디코더로 바이너리 cyclic LDPC 반복디코딩 성능 개선 — 이식 가능 디코더/구성 기법(C/E),✅ 알고리즘/코드 기여,"Chao Chen, Baoming Bai, Xinquan Yang, Li Li, Yang Yang","For cyclic LDPC codes, we propose to use their automorphism groups to improve the iterative decoding performance. The basic idea is to construct nonequivalent parity-check matrices via column permutations. Three types of iterative decoders are devised to take advantage of the code's automorphism group. In this paper we focus on cyclic LDPC codes defined by a circulant parity-check matrix and consider two known subgroups of the automorphism group of a cyclic code. For the large class of idempotent-based cyclic LDPC codes in the literature, we show that the two subgroups only provide equivalent parity-check matrices and thus cannot be harnessed for iterative decoding. Towards exploiting the automorphism group of a code, we propose a new class of cyclic LDPC codes based on pseudo-cyclic MDS codes with two information symbols, for which nonequivalent parity-check matrices are obtained. Simulation results show that for our constructed codes of short lengths, the automorphism group can significantly enhance the iterative decoding performance.",,June 2013,10.1109/TCOMM.2013.032713.120050,https://ieeexplore.ieee.org/document/6493982
ieee:6451276,journal,Tree-Structure Expectation Propagation for LDPC Decoding Over the BEC,✅,Tree-EP는 BP를 일반화한 신규 메시지패싱 디코더로 BP보다 정확한 marginal 추정 제공 — 이식 가능 디코더(C). BEC 한정이나 애매하면 in,✅ 알고리즘/코드 기여,"Pablo M. Olmos, Juan José Murillo-Fuentes, Fernando Pérez-Cruz","We present the tree-structure expectation propagation (Tree-EP) algorithm to decode low-density parity-check (LDPC) codes over discrete memoryless channels (DMCs). Expectation propagation generalizes belief propagation (BP) in two ways. First, it can be used with any exponential family distribution over the cliques in the graph. Second, it can impose additional constraints on the marginal distributions. We use this second property to impose pairwise marginal constraints over pairs of variables connected to a check node of the LDPC code's Tanner graph. Thanks to these additional constraints, the Tree-EP marginal estimates for each variable in the graph are more accurate than those provided by BP. We also reformulate the Tree-EP algorithm for the binary erasure channel (BEC) as a peeling-type algorithm (TEP) and we show that the algorithm has the same computational complexity as BP and it decodes a higher fraction of errors. We describe the TEP decoding process by a set of differential equations that represents the expected residual graph evolution as a function of the code parameters. The solution of these equations is used to predict the TEP decoder performance in both the asymptotic regime and the finite-length regimes over the BEC. While the asymptotic threshold of the TEP decoder is the same as the BP decoder for regular and optimized codes, we propose a scaling law for finite-length LDPC codes, which accurately approximates the TEP improved performance and facilitates its optimization.",,June 2013,10.1109/TIT.2013.2245494,https://ieeexplore.ieee.org/document/6451276
ieee:6502175,journal,Evaluation of the Low Error-Rate Performance of LDPC Codes over Rayleigh Fading Channels Using Importance Sampling,✅,trapping set 기반 LDPC 저오율 성능 추정(importance sampling) — error floor/TS 평가는 NAND LDPC 코드설계(E)에 이식 가능,✅ 알고리즘/코드 기여,"Seok-Ki Ahn, Kyeongcheol Yang, Dongsoo Har","In this paper we propose a novel importance sampling (IS) scheme to estimate the low error-rate performance of low-density parity-check (LDPC) codes over Rayleigh fading channels. The proposed scheme exploits the structural weakness of LDPC codes due to trapping sets (TSs). The Rayleigh fading distribution on the bits belonging to a TS is biased by parameter scaling (PS), while the noise distribution on them is biased via mean translation (MT) according to their fading coefficients. The biases in PS and MT are determined so that the variance of the proposed IS estimator is minimized. The proposed IS scheme is compared with the Monte Carlo (MC) simulator and other IS schemes modified from the conventional IS scheme employed for performance estimation of LDPC codes over an AWGN channel. Numerical results show that it provides much more accurate performance than other IS schemes. Furthermore, the proposed IS estimator is even more efficient than the MC estimator and other IS estimators from the viewpoint of the number of required simulation runs.",,June 2013,10.1109/TCOMM.2013.041113.120734,https://ieeexplore.ieee.org/document/6502175
ieee:6365775,journal,VLSI Implementation of a Multi-Mode Turbo/LDPC Decoder Architecture,✅,turbo/LDPC 재구성형 VLSI 디코더 아키텍처 — LDPC 디코딩용 HW 병렬화/NoC 구조가 NAND LDPC HW에 이식 가능(D),🔧 하드웨어 수정만,"Carlo Condo, Maurizio Martina, Guido Masera","Flexible and reconfigurable architectures have gained wide popularity in the communications field. In particular, reconfigurable architectures for the physical layer are an attractive solution not only to switch among different coding modes but also to achieve interoperability. This work concentrates on the design of a reconfigurable architecture for both turbo and LDPC codes decoding. The novel contributions of this paper are: i) tackling the reconfiguration issue introducing a formal and systematic treatment that, to the best of our knowledge, was not previously addressed and ii) proposing a reconfigurable NoC-based turbo/LDPC decoder architecture and showing that wide flexibility can be achieved with a small complexity overhead. Obtained results show that dynamic switching between most of considered communication standards is possible without pausing the decoding activity. Moreover, post-layout results show that tailoring the proposed architecture to the WiMAX standard leads to an area occupation of 2.75 mm2 and a power consumption of 101.5 mW in the worst case.",,June 2013,10.1109/TCSI.2012.2221216,https://ieeexplore.ieee.org/document/6365775
ieee:6833102,conference,Rate-adaptive irregular QC-LDPC codes from pairwise balanced designs for ultra-high-speed optical transport,✅,"PBD 기반 비정칙 QC-LDPC 신규 구성으로 error floor 제거 (E, 코드설계 이식 가능)",✅ 알고리즘/코드 기여,"Ivan B. Djordjevic, Ting Wang","A rate-adaptive, software-defined, coded-modulation scheme based on irregular quasi-cyclic LDPC codes designed using the concept of pairwise balanced designs is proposed. The proposed scheme outperforms the corresponding scheme based on regular LDPC codes, and eliminates the error floor phenomenon of regular LDPC codes.",,9-14 June ,10.1364/CLEO_SI.2013.CM1G.8,https://ieeexplore.ieee.org/document/6833102
ieee:6655475,conference,An efficient multi-rate LDPC-CC decoder with layered decoding algorithm,✅,LDPC-CC 레이어드 디코딩 알고리즘+멀티레이트 ASIC/VLSI 아키텍처; 디코더(C)+HW(D) 이식 가능,✅ 알고리즘/코드 기여,"Yun Chen, Changsheng Zhou, Yuebin Huang, Xiaoyang Zeng","An efficient multi-rate Low-Density Parity-Check Convolutional Code decoder will be present in this paper. We will introduce layered decoding algorithm into LDPC-CC decoding. Simulation results shows that our method can achieve better performance than the original brief propagation algorithm with less processors. Besides a new ASIC architecture which adopt proposed algorithm and can support all code rate (1/2, 2/3, 3/4, 4/5) of the LDPC-CC code in IEEE 1901 is proposed. Based on SMIC 130 nm CMOS process, our decoder attaints a maximum throughput of 333.3 Mb/s at 200 MHz. The core area is 3.55 mm2 with 10 processors. The average power consumption is 262 mW at code rate 4/5 and 200 MHz. The VLSI result shows that our decoder is both memory efficient and area efficient.",,9-13 June ,10.1109/ICC.2013.6655475,https://ieeexplore.ieee.org/document/6655475
