ID,Type,Title,Status,Reason,Algo,Authors,Abstract,Categories,Published,DOI,PDF URL
ieee:7346442,journal,Low-Complexity First-Two-Minimum-Values Generator for Bit-Serial LDPC Decoding,✅,"bit-serial min-sum LDPC용 first-two-minimum-values 생성기 — 이식 가능 HW(D) 기여, 바이너리",🔧 하드웨어 수정만,"Jea Hack Lee, Myung Hoon Sunwoo","This brief proposes a low-complexity first-two-minimum-values generator for a bit-serial scheme. Since the hardware complexity of generators utilizes a significant portion of the min-sum low-density parity-check decoder, a low-complexity generator is crucially important. To reduce hardware complexity, an existing bit-serial generator that finds only one minimum value instead of two has been proposed; however, it can cause bit error rate (BER) degradation. By contrast, the proposed low-complexity bit-serial generator can find the exact first two minimum values and thus can improve the BER performance. Moreover, the proposed generator does not suffer from any throughput loss since its latency is almost the same as that of the existing generator.",,May 2016,10.1109/TCSII.2015.2505262,https://ieeexplore.ieee.org/document/7346442
ieee:7439825,journal,Iterative Decoding of LDPC Codes Over the  $q$ -Ary Partial Erasure Channel,✅,"q-ary 부분소거채널(NVM 멀티레벨 read 동기)용 LDPC DE/설계 — 비휘발성 메모리 read 채널 직결, 애매하나 NAND 관련성으로 살림",✅ 알고리즘/코드 기여,"Rami Cohen, Yuval Cassuto","In this paper, we develop a new channel model, which we name the  $q$ -ary partial erasure channel (QPEC). The QPEC has a  $q$ -ary input, and its output is either the input symbol or a set of  $M$  ( $2 \le M \le q$ ) symbols, containing the input symbol. This channel serves as a generalization to the binary erasure channel and mimics situations when a symbol output from the channel is known only partially; that is, the output symbol contains some ambiguity, but is not fully erased. This type of channel is motivated by non-volatile memory multi-level read channels. In such channels, the readout is obtained by a sequence of current/voltage measurements, which may terminate with a partial knowledge of the stored level. Our investigation is concentrated on the performance of low-density parity-check (LDPC) codes when used over this channel, thanks to their low decoding complexity using belief propagation. We provide the exact QPEC density-evolution equations that govern the decoding process, and suggest a cardinality-based approximation as a proxy. We then provide several bounds and approximations on the proxy density evolutions, and verify their tightness through numerical experiments. Finally, we provide tools for the practical design of LDPC codes for use over the QPEC.",,May 2016,10.1109/TIT.2016.2545679,https://ieeexplore.ieee.org/document/7439825
ieee:7439792,journal,SC-LDPC Code With Nonuniform Degree Distribution Optimized by Using Genetic Algorithm,✅,"SC-LDPC 비균일 차수분포 GA 최적화로 BP threshold 개선 — 바이너리, 이식 가능 코드설계(E)",✅ 알고리즘/코드 기여,"Yohei Koganei, Masanori Yofune, Cong Li, Takeshi Hoshida, Yasuharu Amezawa","We propose a class of spatially-coupled low-density parity-check (SC-LDPC) codes consisting of a finite-length chain of component LDPC matrices which are assigned with different degree distributions, i.e., the strength of spatial coupling is nonuniform within an SC-LDPC code. For this class of codes, we use a modified density evolution algorithm to calculate the belief-propagation (BP) threshold on the binary erasure channel (BEC). We then optimize the degree distributions by a genetic algorithm where the BP-threshold is considered as the fitness value. The resultant codes were confirmed to exhibit improved decoding performance compared with SC-LDPC codes having uniform degree distributions.",,May 2016,10.1109/LCOMM.2016.2545652,https://ieeexplore.ieee.org/document/7439792
ieee:7531650,conference,Research on LDPC code decoding algorithm based on scheduling strategy,✅,신규 스케줄링 디코딩 GBP(신뢰/비신뢰 변수노드 우선 갱신)로 trapping set/error floor 개선 — 이식 가능 BP 디코더 기법(C),✅ 알고리즘/코드 기여,Feng Xiao,"With the rapid development of the channel coding technology, low density parity check(LDPC) code has been widely concerned by researchers all of the world as an approaching code to Shannon limit. Error floor is an important issue in the theory of LDPC codes and the research of iterative decoding algorithms. Based on the decoding of LDPC codes, a new improved decoding algorithm, Group Belief Propagation (GBP) based on variable nodes is proposed for the different scheduling strategies of the LDPC codes. According to the difference between the messages and the hard decision values, the variable nodes are divided into reliable nodes and unreliable nodes. And the unreliable nodes are priority to update. Further, the effect of threshold for judging the group on GBP strategy is analyzed. Simulation results show that the proposed algorithm can achieve better convergence and decoding performances compared to three classical scheduling algorithms. Meanwhile, it can overcome the error floor phenomenon caused by the trapping set effectively.",,28-30 May ,10.1109/CCDC.2016.7531650,https://ieeexplore.ieee.org/document/7531650
ieee:7510728,conference,Reducing repair-bandwidth using codes based on factor graphs,✅,분산 스토리지용 QC-PEG 바이너리 LDPC 팩터그래프 구성(repair-bandwidth/MTTDL 최적화 코드설계) — B/E,✅ 알고리즘/코드 기여,"Dongwon Lee, Hyegyeong Park, Jaekyun Moon","Distributed storage systems suffer from significant repair traffic generated due to frequent storage node failures. This paper shows that properly designed low-density parity-check (LDPC) codes can substantially reduce the amount of required block downloads for repair thanks to the sparse nature of their factor graph representation. In particular, with a careful construction of the factor graph, both low repair-bandwidth and high reliability can be achieved for a given code rate. First, a formula for the average repair bandwidth of LDPC codes is developed. This formula is then used to establish that the minimum repair bandwidth can be achieved by forcing a regular check node degree in the factor graph. It is also shown that for a given repair-bandwidth overhead, LDPC codes can have substantially higher reliability than currently utilized Reed-Solomon (RS) codes. Our reliability analysis is based on a formulation of the general equation for the mean-time-to-data-loss (MTTDL) associated with LDPC codes. The formulation reveals that the stopping number is highly related to MTTDL. For code rates 1/2, 2/3, and 3/4, our results show that quasi-cyclic (QC) progressive-edge-growth (PEG) LDPC codes with variable node degree 2 allow 25% ~ 50% reduction in the repair bandwidth while maintaining higher MTTDL compared to currently employed RS codes.",,22-27 May ,10.1109/ICC.2016.7510728,https://ieeexplore.ieee.org/document/7510728
ieee:7511553,conference,Fully parallel window decoder architecture for spatially-coupled LDPC codes,✅,"SC-LDPC용 완전병렬 윈도우 디코더 아키텍처 신규 제시(병렬화 HW, D)",🔧 하드웨어 수정만,"Najeeb Ul Hassan, Martin Schlüter, Gerhard P. Fettweis","Spatially-coupled low-density parity-check (SC-LDPC) codes have been shown to be superior in performance than LDPC block codes. In order to comply with the practical constraints on latency, SC-LDPC codes are decoded using a window decoder that reduces the decoder latency and complexity compared to traditional block-wise decoding. However, so far the literature only considers the structural decoding latency of window decoder, ignoring the processing latency. Note that the processing latency directly impacts the decoder's throughput and is an important parameter in any modern communication system. The throughput of an iterative decoder is directly influenced by the number of iterations and hence in this paper we propose a fully parallel window decoder architecture for SC-LDPC codes where the decoding iterations are performed in parallel. This guarantees a high throughout while fulfilling the low latency requirements. The overall decoding latency (structural and processing latency) of the proposed window decoder architecture is compared with the classical window decoder.",,22-27 May ,10.1109/ICC.2016.7511553,https://ieeexplore.ieee.org/document/7511553
ieee:7511551,conference,An efficient exhaustive search algorithm for elementary trapping sets of variable-regular LDPC codes,✅,"variable-regular 바이너리 LDPC의 elementary trapping set 탐색 알고리즘 신규 제시(error floor 관련 코드설계, E)",✅ 알고리즘/코드 기여,"Yoones Hashemi, Amir H. Banihashemi","In this paper, we propose an efficient exhaustive search algorithm for elementary trapping sets (ETS) of variable-regular low-density parity-check (LDPC) codes. Recently, Karimi and Banihashemi proposed a characterization of ETSs, which was based on viewing an ETS as a layered superset (LSS) of a short cycle in the code's Tanner graph. A notable advantage of LSS characterization is that it corresponds to a simple LSS-based search algorithm (expansion technique) that starts from short cycles of the graph and finds the ETSs with LSS structure efficiently. Compared to the LSS-based search, which is based on a single LSS expansion technique, the new search algorithm involves two additional expansion techniques. The introduction of the new techniques results in significant improvements in search efficiency compared to the LSS-based search. We prove that using the three expansion techniques, each and every ETS structure can be obtained starting from a simple cycle. We also provide extensive simulation results that show, compared to the LSS-based search, up to three orders of magnitude improvement in search speed and memory requirements can be achieved.",,22-27 May ,10.1109/ICC.2016.7511551,https://ieeexplore.ieee.org/document/7511551
ieee:7511552,conference,Practical LDPC encoders robust to hardware errors,✅,"결함 HW 견딜 LDPC 인코더(증강부호화+Gallager-B 노이지 디코딩+회로 최적화), 디코더/HW 견고화 기법 이식 가능(C/D)",✅ 알고리즘/코드 기여,"Elsa Dupraz, Valentin Savin, Satish Kumar Grandhi, Emanuel Popovici, David Declercq","LDPC decoders on faulty hardware have received increasing attention over the last few years, mainly motivated by reliability issues in emerging nanotechnologies. As a main result, it was shown that LDPC decoders are naturally robust to hardware faults. LDPC encoders on faulty hardware have received less attention, and they are expected to be less robust to hardware faults. In this work, we propose an LDPC encoding solution that is robust to faulty hardware. Our encoding solution is composed of two steps. First, an Augmented Encoding method is proposed, which consists in computing an augmented codeword that contains both the codeword to be transmitted on the channel and extra parity bits. The augmented codeword is computed from a noisy encoding circuit, and then corrected by a noisy Gallager-B decoder before channel transmission. The augmented codeword is obtained from a rate-compatible construction that guarantees good decoding performance both for the augmented codeword and for the codeword to be transmitted on the channel. In order to further improve the robustness of our encoding solution, we propose a second step, consisting of a circuit-level optimization. We propose to identify the critical gates that are responsible for encoding failures, and to duplicate them in order to reduce their influence on encoding outputs. Based on Monte-Carlo simulation, we show that the proposed solution significantly improves the encoding robustness to hardware faults.",,22-27 May ,10.1109/ICC.2016.7511552,https://ieeexplore.ieee.org/document/7511552
ieee:7510726,conference,Towards an analytical model of NAND flash memory and the impact on channel decoding,✅,NAND 플래시 임계전압 분포 해석모델·CCI 제거·소프트디코딩 LLR — A(NAND 직접) 채널모델/LLR 기법,✅ 알고리즘/코드 기여,"Hachem Yassine, Justin Coon, Mohamed Ismail, Henry Fletcher","The underlying models of sources of noise in flash memory are exploited to compute an accurate distribution of the threshold voltage of a cell after cancelling cell to cell interference (CCI). We analytically express the mean and variance of this voltage solely as a function of number of P/E cycles, retention time and data eliminating the read overhead of the adaptive estimation methods. To reduce the computational difficulty in hardware, we approximate the accurate distribution by a moment matched Gaussian mixture and we validate this approximation by comparing the soft decision decoding performance of both models. To gain more error correction advantage, we model the residual CCI as an additional Gaussian noise term.",,22-27 May ,10.1109/ICC.2016.7510726,https://ieeexplore.ieee.org/document/7510726
ieee:7510906,conference,Optimum message mapping LDPC decoders derived from the sum-product algorithm,✅,"Information Bottleneck 기반 discrete message-mapping LDPC 디코더(4비트 정수, BP 근사) — 이식 가능 저복잡 디코더(C)",✅ 알고리즘/코드 기여,"Jan Lewandowsky, Maximilian Stark, Gerhard Bauch","Starting from a discrete density evolution scheme originally introduced by Brian M. Kurkoski et al. which we improved by applying the Information Bottleneck method, we recently presented results on message passing decoders for Low Density Parity Check codes that have much lower complexity than state of the art decoders. In the decoders all node operations are replaced by discrete message mappings of unsigned integers what yields a great complexity reduction. Anyway the decoders perform very close to belief propagation decoding. New included simulation results prove that using a 4 bit integer architecture these decoders loose only 0.1 dB over Eb/No in comparison to an exact belief propagation decoder applied to the quantized output of a Gaussian channel. The most important contribution of this paper is the derivation of the message mapping decoders from the sum-product algorithm. Until now these decoders are assumed to not be linked to this algorithm. In order to reveal the hidden connection, we explain the decoding principle of the message mapping decoders in general factor graphs.",,22-27 May ,10.1109/ICC.2016.7510906,https://ieeexplore.ieee.org/document/7510906
