"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Comparison of parallelization strategies for min-sum decoding of irregular LDPC codes","H. Xu; W. Wan; W. Wang; J. Wang; J. Yang; Y. Wen","Tsinghua University, Beijing, Beijing, CN; Tsinghua University, Beijing, Beijing, CN; Tsinghua University, Beijing, Beijing, CN; Tsinghua University, Beijing, Beijing, CN; Tsinghua University, Beijing, Beijing, CN; Tsinghua University, Beijing, Beijing, CN",Tsinghua Science and Technology,"6 Dec 2013","2013","18","6","577","587","Low-Density Parity-Check (LDPC) codes are powerful error correcting codes. LDPC decoders have been implemented as efficient error correction codes on dedicated VLSI hardware architectures in recent years. This paper describes two strategies to parallelize min-sum decoding of irregular LDPC codes. The first implements min-sum LDPC decoders on multicore platforms using OpenMP, while the other uses the Compute Unified Device Architecture (CUDA) to parallelize LDPC decoding on Graphics Processing Units (GPUs). Empirical studies on data with various scales show that the performance of these decoding processes is improved by these parallel strategies and the GPUs provide more efficient, fast implementation decoder.","1007-0214","","10.1109/TST.2013.6678903","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6678903","Low-Density Parity-Check (LDPC) codes;multicore;OpenMP;Graphic Processor Unit (GPU);Compute Unified Device Architecture (CUDA)","Decoding;Multicore processing;Graphics processing units;Iterative decoding;Hardware","","","","","","6 Dec 2013","Dec. 2013","","TUP","TUP Journals"
"A Rate-Compatible Puncturing Scheme for Finite-Length LDPC Codes","R. Asvadi; A. H. Banihashemi","Department of Communications Engineering, University of Oulu, Oulu, Finland; Department of Systems and Computer Engineering, Carleton University, Ottawa, ONT, Canada",IEEE Communications Letters,"24 Jan 2013","2013","17","1","147","150","In this paper, we propose a rate-compatible puncturing scheme for finite-length low-density parity-check (LDPC) codes over the additive white Gaussian noise (AWGN) channel. The proposed method is applicable to any LDPC mother code, both regular and irregular, and constructs punctured codes which perform well in both the waterfall and the error floor regions for a wide range of code rates. The scheme selects code bits to be punctured one at a time and based on a sequence of criteria. An important selection criterion is the number of short cycles with low approximate cycle extrinsic message degree (ACE) in which a candidate bit node participates. Simulation results demonstrate that the ACE measure, which is most often the determining criterion in the final selection of the puncturing candidates, plays an important role in improving the performance of the codes in both the waterfall and the error-floor regions. These results also demonstrate that the proposed scheme is superior to the existing puncturing methods, particularly when a wide range of code rates is desirable.","1558-2558","","10.1109/LCOMM.2012.112812.121785","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6365873","Low-density parity-check (LDPC) codes;rate-compatible LDPC codes;rate-compatible puncturing;adaptive rate coding;finite-length LDPC codes;hybrid ARQ schemes;error floor;approximate cycle extrinsic message degree (ACE)","Reliability;Iterative decoding;Argon;Measurement;Systematics;Simulation","","28","","8","IEEE","30 Nov 2012","January 2013","","IEEE","IEEE Journals"
"A Class of Nonbinary LDPC Codes with Fast Encoding and Decoding Algorithms","S. Zhao; X. Ma; X. Zhang; B. Bai","Department of Electronics and Communication Engineering, Sun Yat-sen University, Guangzhou, China; Department of Electronics and Communication Engineering, Sun Yat-sen University, Guangzhou, China; National Digital Switching System Engineering and Technological Research and Development Center, Zhengzhou, China; State Key Laboratory of ISN, Xidian University, Xian, China",IEEE Transactions on Communications,"6 Feb 2013","2013","61","1","1","6","This letter is concerned with a class of nonbinary low-density parity-check (LDPC) codes, referred to as column-scaled LDPC (CS-LDPC) codes, whose parity-check matrices have a property that each column is a scaled binary vector. The CS-LDPC codes, which include algebraically constructed nonbinary LDPC codes as subclasses, admit fast encoding and decoding algorithms. Specifically, for a code over the finite field F2p, the encoder can be implemented with p parallel binary LDPC encoders followed by a series of bijective mappers, while the decoder can be implemented with an iterative decoder in which no message permutations are required during the iterations. In addition, there exist low-complexity iterative multistage decoders that can be utilized to trade off the performance against the complexity. Simulation results show that the performance degradation caused by the iterative multistage decoding algorithms is relevant to the code structure.","1558-0857","","10.1109/TCOMM.2012.101712.110173","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6336756","Algebraic LDPC codes;FFT-QSPA;multistage decoding;nonbinary LDPC codes","Iterative decoding;Decoding;Encoding;Vectors;Finite element methods;Complexity theory","","40","","19","IEEE","22 Oct 2012","January 2013","","IEEE","IEEE Journals"
"A Variant of the EMS Decoding Algorithm for Nonbinary LDPC Codes","S. Zhao; Z. Lu; X. Ma; B. Bai","Department of ECE, Sun Yat-sen University, Guangzhou, China; Department of ECE, Sun Yat-sen University, Guangzhou, China; Department of ECE, Sun Yat-sen University, Guangzhou, China; State Key Laboratoryof ISN, Xidian University, Xian, China",IEEE Communications Letters,"16 Aug 2013","2013","17","8","1640","1643","This letter is concerned with low-complexity decoding algorithms for nonbinary low-density parity-check (NB-LDPC) codes. A new truncation rule based on an adaptive threshold μ is proposed for the extended min-sum (EMS) algorithm. The threshold μ is determined by the mean of the message vector. Therefore, it can be matched to channel observation and decoding iteration. The resulting algorithm is referred to as μ-EMS algorithm. Simulation results show that the μ-EMS algorithm performs almost as well as the Q-ary sum-product algorithm (QSPA). Simulation results also show that the μ-EMS algorithm is simpler than the other X-EMS algorithms for NB-LDPC over high order finite fields.","1558-2558","","10.1109/LCOMM.2013.070113.130806","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6559979","Extended min-sum (EMS) algorithm;min-sum (MS) algorithm;nonbinary LDPC (NB-LDPC) code;QSPA;X-EMS","Complexity theory;Parity check codes;Decoding;Vectors;Bit error rate;Simulation;Algorithm design and analysis","","22","","10","IEEE","16 Jul 2013","August 2013","","IEEE","IEEE Journals"
"Joint Decoding of LDPC Code and Phase Factors for OFDM Systems With PTS PAPR Reduction","L. Li; D. Qu","Department of Electronics and Information Engineering, Huazhong University of Science and Technology, Wuhan, China; Department of Electronics and Information Engineering, Huazhong University of Science and Technology, Wuhan, China",IEEE Transactions on Vehicular Technology,"11 Jan 2013","2013","62","1","444","449","In this paper, we investigate a low-density parity-check (LDPC)-coded orthogonal frequency-division multiplexing (OFDM) system with a peak-to-average power ratio (PAPR) reduction using the partial transmit sequence (PTS), which does not transmit PTS side information about the phase factors. We view the PTS processing as a stage of coding and call the resulted code of LDPC coding and PTS processing a concatenated LDPC-PTS code. Then, we derive the parity-check matrix of the concatenated LDPC-PTS code. With the parity-check matrix, the LDPC code and phase factors can be jointly decoded using belief propagation algorithms. Neither transmission of PTS side information (phase factors) nor phase factor estimation before decoding is required by the proposed scheme. Simulation results show that the proposed joint decoding provides nearly perfect phase factor recovery and LDPC decoding for a small number of PTS partitions.","1939-9359","","10.1109/TVT.2012.2222455","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6320679","Low-density parity check (LDPC);orthogonal frequency-division multiplexing (OFDM);partial transmit sequence (PTS);peak-to-average power ratio (PAPR);Tanner graph","Decoding;Parity check codes;Joints;Peak to average power ratio;Partial transmit sequences;Phase shift keying","","19","","12","IEEE","3 Oct 2012","Jan. 2013","","IEEE","IEEE Journals"
"Construction of Girth-Eight QC-LDPC Codes from Greatest Common Divisor","G. Zhang; R. Sun; X. Wang","China Academy of Space Technology, Xian, China; State Key Laboratory of Integrated Service Networks, Xidian University, Xian, China; State Key Laboratory of Integrated Service Networks, Xidian University, Xian, China",IEEE Communications Letters,"7 Mar 2013","2013","17","2","369","372","For any column weight J and any row weight L, a novel framework is proposed such that a girth-eight (J,L) quasi-cyclic low-density parity-check (QC-LDPC) code with any block length above a lower bound can be constructed via a simple inequality in terms of greatest common divisor (GCD). The main advantage is that the construction of a class of (J,L) girth-eight QC-LDPC codes is transformed into a rather simple task, searching for J integers satisfying the so-called GCD constraint for L. Combining the new method with masking matrices, a class of type-1 QC-LDPC codes is presented with girth at least eight. Simulation results show that the type-1 codes perform better than the random QC-LDPC codes and quadratic-congruence-based QC-LDPC codes for moderate block lengths and low code rates.","1558-2558","","10.1109/LCOMM.2012.122012.122292","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6400356","Girth;greatest common divisor;low-density parity-check (LDPC) codes;quasi-cyclic","Indexes;Iterative decoding;Helium;Sun;Upper bound;Error analysis","","41","","13","IEEE","2 Jan 2013","February 2013","","IEEE","IEEE Journals"
"Design of Physical Layer Network Coded LDPC Code for a Multiple-Access Relaying System","J. Li; W. Chen; Z. Lin; B. Vucetic","School of Electrical and Information Engineering, University of Sydney, NSW, Australia; Department of Electronic Engineering, Shanghai Jiaotong University, China; School of Electrical and Information Engineering, University of Sydney, NSW, Australia; School of Electrical and Information Engineering, University of Sydney, NSW, Australia",IEEE Communications Letters,"1 May 2013","2013","17","4","749","752","In this letter we propose a novel physical layer network coded LDPC code structure, named PNC-LDPC code, for a non-orthogonal multiple access relay channel. An iterative detection-and-decoding receiver is designed to tackle the multi-user interference at the destination. Based on the code structure and the iterative receiver, we optimize the PNC-LDPC code profile to approach the system achievable rate by utilizing the extrinsic mutual information transfer (EXIT) chart. Simulations show that the performance of our PNC-LDPC code outperforms other conventional network coding based LDPC codes.","1558-2558","","10.1109/LCOMM.2013.021913.122843","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6511527","LDPC code;network coding;EXIT chart;multiple access relay channel","Relays;Receivers;Decoding;Vectors;Iterative decoding;Multiuser detection","","10","","8","IEEE","1 May 2013","April 2013","","IEEE","IEEE Journals"
"Block-Circulant RS-LDPC Code: Code Construction and Efficient Decoder Design","S. -I. Hwang; H. Lee","Department of Information and Communication Engineering, Inha University, Incheon, South Korea; Department of Information and Communication Engineering, Inha University, Incheon, South Korea",IEEE Transactions on Very Large Scale Integration (VLSI) Systems,"21 Jun 2013","2013","21","7","1337","1341","This brief presents a method for constructing block-circulant (BC) Reed-Solomon-based low-density parity-check (RS-LDPC) codes and an efficient decoder design. The proposed construction method results in a BC form of a parity-check matrix from a random parity-check matrix for RS-LDPC codes. A decoder architecture and switch network for BC-RS-LDPC code are then developed based on the new BC parity-check matrix. Thus, an efficient decoder architecture dedicated to a promising class of high-performance BC-RS-LDPC codes is presented for the first time. Moreover, a (2048, 1723) BC-RS-LDPC decoder architecture is designed to demonstrate the efficiency of the presented techniques. Synthesis results show that the proposed decoder requires 1.3-M gates and can operate at 450 MHz to achieve a data throughput of 41 Gb/s with eight iterations.","1557-9999","","10.1109/TVLSI.2012.2210452","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6295681","Belief propagation;block-circulant (BC) parity-check matrix;layered decoding;low-density parity-check (LDPC) codes","Decoding;Parity check codes;Logic gates;Throughput;Vectors;Sparse matrices","","9","","16","IEEE","5 Sep 2012","July 2013","","IEEE","IEEE Journals"
"QC-LDPC Codes with Girth Eight Based on Independent Row-Column Mapping Sequence","L. Wang; X. Zhang; F. Yu; Y. Fu; Y. Wang","Shanghai Institute of Microsystem and Information Technology (SIMIT), China, University of Chinese Academy of Sciences (UCAS), China; SIMIT, UCAS; SIMIT; SIMIT; Shanghai Institute of Microsystem and Information Technology (SIMIT), China, University of Chinese Academy of Sciences (UCAS), China",IEEE Communications Letters,"25 Nov 2013","2013","17","11","2140","2143","Quasi-cyclic low-density parity-check (QC-LDPC) codes are known to have algebraic structure, which suits hardware implementation. However, low girth makes their performances worse than random structured LDPC codes. Based on independent row-column mapping sequence, this work proposed a generalized method of constructing QC-LDPC codes with girth eight, which enlarges the class of girth eight QC-LDPC codes to a fairly general series. Simulation results show that the bit error rate of the constructed codes is close to that of progressive edge growth (PEG) based QC-LDPC codes under iterative decoding.","1558-2558","","10.1109/LCOMM.2013.092813.131581","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6626311","QC-LDPC;girth;mapping sequence","Bit error rate;Sparse matrices;Indexes;Iterative decoding;Simulation;Decoding","","5","1","11","IEEE","9 Oct 2013","November 2013","","IEEE","IEEE Journals"
"On the Girth of Quasi-Cyclic Protograph LDPC Codes","M. Karimi; A. H. Banihashemi","Department of Systems and Computer Engineering, Carleton University, Ottawa, ONT, Canada; Department of Systems and Computer Engineering, Carleton University, Ottawa, ONT, Canada",IEEE Transactions on Information Theory,"12 Jun 2013","2013","59","7","4542","4552","In this paper, we study the relationships between the girth of the Tanner graph of a quasi-cyclic (QC) protograph low-density parity-check (LDPC) code, the lifting degree, and the size and the structure of the base graph. As a result, for a given base graph, we derive a lower bound on the lifting degree as a necessary condition for the lifted graph to have a certain girth. This also provides an upper bound on the girth of the family of graphs lifted from a given base graph with a given lifting degree. The upper bounds derived here, which are applicable to both regular and irregular base graphs with no parallel edges, are in some cases more general and in some other cases tighter than the existing bounds. The results presented in this work can be used to design cyclic liftings with relatively small degree and relatively large girth. As an example, we present new QC protograph LDPC code constructions with girth 8 using fully connected base graphs. These constructions provide upper bounds on the lifting degree required for achieving girth 8 using fully connected base graphs.","1557-9654","","10.1109/TIT.2013.2251395","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6475181","Cyclic lifting;girth;lifting;low-density parity-check (LDPC) codes;protograph;protograph LDPC codes;quasi-cyclic LDPC codes;upper bounds on girth","Parity check codes;Upper bound;Bipartite graph","","79","","28","IEEE","6 Mar 2013","July 2013","","IEEE","IEEE Journals"
