"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Defining Turbo Codes as Irregular LDPC Codes","J. Bas","Centre Tecnològic de Telecomunicacions (CTTC), Av. Carl Friedrich Gauss s/n, Parc de la Mediterrània, Castelldefels, (Barcelona), Spain",ISWCS 2013; The Tenth International Symposium on Wireless Communication Systems,"15 Oct 2013","2013","","","1","2","Turbo Codes (TC) and Low-Density Parity-Check (LDPC) codes share similar structures in their respective error correction process (e.g. two-stage iterative decoding, Log-Likelihood based, etc.). These relationships can be used to express TCs in terms of the parity-check matrix of LDPCs but constrained to be: i) of low-density and, ii) without cycles of 4th order [1][2]. Otherwise the performance of Believe Propagation (BP) algorithm, the decoding strategy of LDPC codes, degrades notably [3],[4]. The introduction of constraints in TC's parity-check matrix determines the active shift registers of its convolutional mother codes and its permutation matrix. Simulation results show that the Bit Error Rate (BER) of Turbo Codes decoded by means of Believe Propagation (BP) algorithm is quite similar to that offers the Bahl- Cocke-Jelinek-Raviv (BCJR), the classical algorithm for decoding Turbo Codes.","","978-3-8007-3529-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6629832","LDPC;Turbo-Code;Reconfigurable Physical Layer","","","","","","","15 Oct 2013","27-30 Aug. 2013","27-30 Aug. 2013","VDE","VDE Conferences"
"LDPC-coded TCM-QPSK optical transmission scheme outperforming LDPC-coded BPSK","Y. Zhang; I. B. Djordjevic","Department of Electrical and Computer Engineering, University of Arizona, Tucson, AZ, USA; Department of Electrical and Computer Engineering, University of Arizona, Tucson, AZ, USA",2013 IEEE Photonics Conference,"7 Nov 2013","2013","","","135","136","TCM-QPSK concatenated with a properly designed outer LDPC code is evaluated and compared against LDPC-coded BPSK. Simulation results show that BER performance of the former is 0.8 dB better than that of the latter.","1092-8081","978-1-4577-1507-5","10.1109/IPCon.2013.6656408","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6656408","trellis-coded modulation (TCM);low-density parity-check (LDPC) codes;optical fiber communication","Parity check codes;Bit error rate;Adaptive optics;Binary phase shift keying;Forward error correction;Signal to noise ratio","","2","","7","IEEE","7 Nov 2013","8-12 Sept. 2013","8-12 Sept. 2013","IEEE","IEEE Conferences"
"Reduced complexity implementation of quasi-cyclic LDPC decoders by parity-check matrix reordering","Jianing Su; Zhenghao Lu","Advanced Circuit and System Lab, Chinese Academy of Sciences, Suzhou, Jiangsu, China; Department of Electronics and Information Science, Soochow University, Suzhou, Jiangsu, China",2013 IEEE 10th International Conference on ASIC,"8 May 2014","2013","","","1","4","The layered scheme is famous for its efficiency and high throughput structure in decoding of LDPC codes, especially the quasi-cyclic LDPC codes, whose parity check matrices are made of cyclically-shifted identity matrices, which can be used as natural partitions of decoding layers. However, for many QC-LDPC codes, it leads to serious routing congestion if the cyclically shifted identity matrix size is taken directly as the layer partition and parallel factor in decoding. In this paper, a parity-check matrix reordering method is introduced, which can lower the decoding parallelism while keeping the layered decoding structure at the same time. The LDPC codes in DVB-S2/T2 standards are taken as an example to illustrate the proposed method, simulation and FPGA implementation shows that the method is effective in reducing the total decoder cost.","2162-755X","978-1-4673-6417-1","10.1109/ASICON.2013.6811974","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6811974","Quasi-cyclic LDPC (QC-LDPC) codes;Layered Decoding;Matrix Reordering;VLSI implementation","Decoding;Digital video broadcasting;Parallel processing;Field programmable gate arrays;Throughput;Iterative decoding","","","","8","IEEE","8 May 2014","28-31 Oct. 2013","28-31 Oct. 2013","IEEE","IEEE Conferences"
"Efficient memory optimization and high throughput decoding architecture based on LDPC codes","L. Ngangom; V. Manikandan","Vel tech Multitech Dr. Rangaragan Dr. Sakunthala Engineering college, Chennai, India; Vel tech Multitech Dr. Rangaragan Dr. Sakunthala Engineering college, Chennai, India",2013 International Conference on Information Communication and Embedded Systems (ICICES),"25 Apr 2013","2013","","","731","734","Low-Density Parity-Check (LDPC) code is one kind of prominent error correcting codes (ECC) being considered in next generation industry standards. Here, the memory bandwidth is the key performance limiting factor. And the decoding throughput of a LDPC decoder is limited by this memory bandwidth requirement. The decoder implementation complexity has been the bottleneck of its application. This paper present a specific optimization called vectorization to take advantage of the configurable data-width and depth of embedded memory in an FPGA to improve the throughput of a decoder for quasicyclic LDPC codes. It is shown that this presented hardware structure will be highly competent in high throughput and low decoding latency applications.","","978-1-4673-5788-3","10.1109/ICICES.2013.6508255","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6508255","Alignment;field programmable logic array (FPGA);folding;low-density parity-check (LDPC) decoder;memory system optimization;normalized min-sum algorithm;quasi-cyclic low-density parity-check (QC-LDPC) codes","Random access memory;Decoding;Parity check codes;Throughput;Memory management;Field programmable gate arrays;Vectors","","2","","13","IEEE","25 Apr 2013","21-22 Feb. 2013","21-22 Feb. 2013","IEEE","IEEE Conferences"
"Informed dynamic scheduling for majority-logic decoding of non-binary LDPC codes","N. Qiu; Wen Chen; Y. Lu; Y. Yu","Department of Electronic Engineering, Shanghai Jiao Tong University, China; Department of Electronic Engineering, Shanghai Jiao Tong University, China; Production and Systems, Waseda University, Fukuoka, Japan; Department of Electronic Engineering, Shanghai Jiao Tong University, China",2013 IEEE Global Communications Conference (GLOBECOM),"12 Jun 2014","2013","","","1874","1878","Recent studies show that dynamic scheduling using the latest available information is superior to the flooding scheduling. While the existing works on informed dynamic scheduling focus on belief propagation (BP) based algorithm for binary LDPC codes, in this paper we devise a novel method which is appropriate for majority-logic decoding of non-binary LDPC codes. We firstly clarify that previous methods are not suitable for majority-logic decoding of non-binary LDPC codes. Then we give a practical scheduling strategy which utilizes the stability of check nodes to select the messages for propagation. Furthermore, we discuss the computational complexity of this proposed scheme in detail. Simulation results verify that our approach can achieve better performance compared with layered and flooding schemes.","1930-529X","978-1-4799-1353-4","10.1109/GLOCOM.2013.6831347","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6831347","LDPC;Non-binary LDPC;Informed dynamic scheduling;Majority logic decoding","Parity check codes;Reliability;Decoding;Complexity theory;Dynamic scheduling;Processor scheduling;Bit error rate","","1","","13","IEEE","12 Jun 2014","9-13 Dec. 2013","9-13 Dec. 2013","IEEE","IEEE Conferences"
"Performance evaluation of LDPC decoding on a general purpose mobile CPU","S. Grönroos; J. Björkqvist","Turku Centre for Computer Science TUCS; Department of Information Technologies, Åbo Akademi University, Turku, Finland",2013 IEEE Global Conference on Signal and Information Processing,"13 Feb 2014","2013","","","1278","1281","This paper explores using a mobile platform for performing the calculations required for the building blocks of telecommunication systems. The building block analyzed in this paper is LDPC (low-density parity-check) channel decoding, performed on the LDPC design used in the DVB-T2 standard. Implementation details are given, and a performance analysis on a mobile CPU is performed. The implementation is compared against a very similar implementation running on a desktop computer CPU, as well as a GPU (graphics processing unit) implementation. The results give indications of the current state of typical mobile platforms of today.","","978-1-4799-0248-4","10.1109/GlobalSIP.2013.6737142","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6737142","SDR;ARM;LDPC;NEON","Decoding;Digital video broadcasting;Parity check codes;Graphics processing units;Mobile communication;Throughput;Standards","","8","","18","IEEE","13 Feb 2014","3-5 Dec. 2013","3-5 Dec. 2013","IEEE","IEEE Conferences"
"Unequal error protection for radiography image transmission using protograph double LDPC codes","Liangliang Xu; Huihui Wu; Jiguang He; Lin Wang","Department of Communication Engineering, Xiamen University, Fujian, China; Department of Communication Engineering, Xiamen University, Fujian, China; Department of Communication Engineering, Xiamen University, Fujian, China; Department of Communication Engineering, Xiamen University, Fujian, China",2013 Wireless Telecommunications Symposium (WTS),"25 Jul 2013","2013","","","1","5","In this paper, a novel unequal error protection (UEP) scheme, which is constructed from protograph double low-density parity-check (PD-LDPC) codes, and tailored for medical images is proposed to minimize the end to end image distortion over additive white Gaussian noise (AWGN) channel. The UEP scheme is carried out by adopting different coding strategies in terms of the different significant levels and different entropies of image data streams from discrete cosine transform (DCT). A typical radiography image and other two gray-scale images are exploited in the simulation. The experimental results show that the proposed scheme can evidently increase the peak signal to noise ratio (PSNR) value of the received images and reconstruct the transmitted images with good quality even at a very low signal-to-noise ratio (SNR). In particular, the proposed scheme outperforms the other UEP schemes based on regular D-LDPC codes and turbo codes by up to 0.5 and 2.5 dB in the SNR when the PSNR of the reconstructed images reach the expected upper bound, respectively.","1934-5070","978-1-4673-5013-6","10.1109/WTS.2013.6566235","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6566235","Unequal error protection (UEP);Protograph Double LDPC (PD-LDPC);Radiography image","Parity check codes;PSNR;Hafnium;Image coding;Discrete cosine transforms;Error correction codes","","2","","21","IEEE","25 Jul 2013","17-19 April 2013","17-19 April 2013","IEEE","IEEE Conferences"
"Low latency T-EMS decoder for non-binary LDPC codes","E. Li; F. García-Herrero; D. Declercq; K. Gunnam; J. O. Lacruz; J. Valls","Cergy Pontoise/CNRS UMR-8051, ETIS ENSEA/univ, France; Instituto de Telecomunicaciones y Aplicaciones Multimedia, Universidad Politecnica de Valencia, Gandia, Spain; Cergy Pontoise/CNRS UMR-8051, ETIS ENSEA/univ, France; Nvidia Corporation, Santa Clara, CA; Electrical Engineering Department, Universidad de Los Andes, Merida, Venezuela; Instituto de Telecomunicaciones y Aplicaciones Multimedia, Universidad Politecnica de Valencia, Gandia, Spain","2013 Asilomar Conference on Signals, Systems and Computers","8 May 2014","2013","","","831","835","Check node update processing for non-binary LDPC (NB-LDPC) architectures requires a large number of clock cycles, which limits the achievable throughput to tens of Mbps for high rate codes. In this work, we propose a new NB-LDPC architecture based on the Trellis-EMS (T-EMS) algorithm that reduces the number of clock cycles by a factor of dc, by adding an extra column to the trellis. This feature makes our solution the fastest decoder published for NB-LDPC codes, compared to the recent state-of-the-art solutions. Our proposed architecture has been implemented for two different high-rate codes: a (N=3888, K=3456) NB-LDPC over GF(4) and a (N=837, K=726) NB-LDPC over GF(32). The first one achieves a throughput of 3.2 Gbps on a 40nm CMOS process and the second one reaches 484 Mbps on a 90nm CMOS technology.","1058-6393","978-1-4799-2390-8","10.1109/ACSSC.2013.6810404","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6810404","T-EMS;NB-LDPC;message passing decoder;low latency;hardware decoder architecture;high-speed","Decoding;Reliability;Complexity theory;Parity check codes;Throughput;Indexes;Equations","","15","12","14","IEEE","8 May 2014","3-6 Nov. 2013","3-6 Nov. 2013","IEEE","IEEE Conferences"
"LDPC code design for OOK modulated Poisson optical channels","Tingjun Xie; S. G. Wilson; M. Brandt-Pearce; C. L. Brown","Charles L. Brown Department of Electrical and Computer Engineering, University of Virginia, Charlottesville, VA, USA; Charles L. Brown Department of Electrical and Computer Engineering, University of Virginia, Charlottesville, VA, USA; Charles L. Brown Department of Electrical and Computer Engineering, University of Virginia, Charlottesville, VA, USA; Dept. of Electr. & Comput. Eng., Univ. of Virginia, Charlottesville, VA, USA",2013 47th Annual Conference on Information Sciences and Systems (CISS),"8 Jul 2013","2013","","","1","6","The Poisson channel is a popular direct-detection model in optical communication. In this paper, we study efficient data communication over the on-off keyed (OOK) modulated Poisson channel. We first analyze the channel capacity, and based on the analysis we study the application of low-density parity-check (LDPC) codes on such channels. The asymmetric density evolution (ADE) method is used to determine the decoding threshold of an LDPC ensemble, and it is demonstrated that optimized LDPC ensembles have near-capacity performance, for various code rates. We also point out that the robustness of LDPC codes for the Poisson channel, i.e. a certain optimized LDPC ensemble remain (essentially) optimal over a wide range of channel conditions, making LDPC codes an attractive forward correcting coding (FEC) scheme for optical communication.","","978-1-4673-5239-0","10.1109/CISS.2013.6552291","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6552291","asymmetric density evolution;LDPC robustness;Poisson channel;on-off keying (OOK)","Parity check codes;Channel capacity;Robustness;Decoding;Noise level;Optical fiber communication;Channel models","","3","","21","IEEE","8 Jul 2013","20-22 March 2013","20-22 March 2013","IEEE","IEEE Conferences"
"Necessary conditions for quasi-cyclic LDPC codes to have a given girth","K. -J. Kim; J. -H. Chung; K. Yang","Department of Electrical Engineering, Pohang University of Science and Technology, Pohang, Gyeongsangbuk, South Korea; School of Electrical and Computer Engineering, Ulsan National Institute of Science and Technology, Ulsan, South Korea; Department of Electrical Engineering, Pohang University of Science and Technology, Pohang, Gyeongsangbuk, South Korea",2013 IEEE International Symposium on Information Theory,"7 Oct 2013","2013","","","2661","2665","Short cycles in the Tanner graph of a low-density parity-check (LDPC) code may cause a severe performance degradation. In this paper, we investigate the cycle properties of quasi-cyclic LDPC (QC-LDPC) codes. We first analyze a necessary and sufficient condition for a cycle of a given length to exist, by using the sequence representation of a parity-check matrix for a QC-LDPC code. We then derive bounds which are necessary conditions for a QC-LDPC code to have a given girth in terms of its parameters. Our necessary conditions are applicable to any regular or irregular QC-LDPC codes as well as they improve the existing bounds for many classes of regular QC-LDPC codes.","2157-8117","978-1-4799-0446-4","10.1109/ISIT.2013.6620709","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6620709","Cycle;girth;low-density parity-check (LDPC) codes;quasi-cyclic","Parity check codes;Educational institutions;Vectors;Electronic mail;Electrical engineering;Degradation","","","","21","IEEE","7 Oct 2013","7-12 July 2013","7-12 July 2013","IEEE","IEEE Conferences"
