"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Multirate Fully Parallel LDPC Encoder for the IEEE 802.11n/ac/ax QC-LDPC Codes Based on Reduced Complexity XOR Trees","A. Mahdi; N. Kanistras; V. Paliouras","Electrical and Computer Engineering Department, University of Thessaly, Volos, Greece; Electrical and Computer Engineering Department, VLSI Design Laboratory, University of Patras, Patras, Greece; Electrical and Computer Engineering Department, VLSI Design Laboratory, University of Patras, Patras, Greece",IEEE Transactions on Very Large Scale Integration (VLSI) Systems,"31 Dec 2020","2021","29","1","51","64","This article proposes an encoding method based on a two-step encoding algorithm for the 12 quasi-cyclic (QC)-low-density parity-check (LDPC) (QC-LDPC) codes specified in the IEEE 802.11n/ac/ax standards. The proposed approach jointly considers all codes of the particular set, instead of targeting each code separately. The proposed algorithm performs multiplication by inverse matrices. The complexity of the multiplications is significantly reduced by the introduced encoding method. It allows the implementation of full-parallel architectures that execute the encoding process within a single clock cycle, or more for pipelined implementations, for any of the supported codes. A corresponding VLSI encoding architecture based on XOR-gate trees is also proposed. The proposed solution exploits the structure and features of the involved matrices to extract common subexpressions (CSs) using common sub-expression sharing techniques (CSST). Such expressions result due to common features of the original matrices and the corresponding inverses, identified in this article. Innovative subexpression extraction procedures that target the specific codes as a set are introduced here. Furthermore, illustrative single-clock hardware encoders derived by the proposed technique are integrated into 90- and 45-nm technologies at 1 GHz occupying 125 and 107 KGates, respectively, achieving throughput rates up to 1.62 Tbps.","1557-9999","","10.1109/TVLSI.2020.3034046","European Union and Greek National Funds through the Operational Program Competitiveness, Entrepreneurship and Innovation, through the call RESEARCH-CREATE-INNOVATE(grant numbers:T1EDK-02551); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9257473","Common subexpression (CS);complexity reduction;encoding complexity;low-density parity-check (LDPC) encoding;matrix inversion;multi-Gbps throughput rate;quasi-cyclic (QC) LDPC;VLSI architecture","Encoding;Parity check codes;Computer architecture;Phase change materials;Hardware;Complexity theory;Wireless fidelity","","27","","40","IEEE","12 Nov 2020","Jan. 2021","","IEEE","IEEE Journals"
"Some New Constructions of Girth-8 QC-LDPC Codes for Future GNSS","I. Kim; H. -Y. Song","School of Electrical and Electronic Engineering, Yonsei University, Seoul, Republic of Korea; School of Electrical and Electronic Engineering, Yonsei University, Seoul, Republic of Korea",IEEE Communications Letters,"10 Dec 2021","2021","25","12","3780","3784","In this letter, we propose a new construction of girth-8 Quasi-Cyclic Low-Density Parity-Check codes (QC-LDPC) with various lengths for the global navigation satellite systems (GNSS). This scheme combines two steps. The first is the construction of a family of regular girth-8 QC-LDPC codes of various lengths and rates with two designed sequences. The second is the performance improvement of those from the first construction of half-rate cases using a proposed weight matrix so that the result becomes type-II QC-LDPC codes. This results in some final codes with short lengths of 600, 1200, and 1800, especially for future GNSS. We performed a simulation and confirmed that the proposed QC-LDPC codes of lengths 600 and 1200 have an additional coding gain about 0.3 dB at frame error rate 10−5 over the LDPC codes used in the Global Positioning System.","1558-2558","","10.1109/LCOMM.2021.3120106","National Research Foundation of Korea (NRF) Grant; Korea Government (MSIT)(grant numbers:2020R1A2C201196912); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9570287","QC-LDPC codes;protograph;Type-II QC-LDPC codes;GNSS","Codes;Parity check codes;Global navigation satellite system;Matrices;Global Positioning System;Standards;Shape","","10","","20","IEEE","14 Oct 2021","Dec. 2021","","IEEE","IEEE Journals"
"LDPC Codes Over GF(q) With Alterable Subset for PAPR Reduction in OFDM Systems","Y. Xia; D. Kong; Y. Xin; L. Xiao; T. Jiang","Research Center of 6G Mobile Communications and the School of Cyber Science and Engineering, Huazhong University of Science and Technology, Wuhan, China; School of Electronic and Electrical Engineering, Wuhan Textile University, Wuhan, China; ZTE Corporation, Shenzhen, China; Research Center of 6G Mobile Communications and the School of Cyber Science and Engineering, Huazhong University of Science and Technology, Wuhan, China; Research Center of 6G Mobile Communications and the School of Cyber Science and Engineering, Huazhong University of Science and Technology, Wuhan, China",IEEE Communications Letters,"10 Oct 2022","2022","26","10","2262","2266","Non-binary low-density parity-check (NB-LDPC) codes can exhibit more considerable coding gain than their binary counterparts in numerous cases. To further exploit the benefit of NB-LDPC codes, in this letter, a novel type of non-binary LDPC codes, alterable subset non-binary LDPC (AS-NB-LDPC) codes, is proposed for reducing the peak-to-average power ratio (PAPR) of orthogonal frequency division multiplexing (OFDM) systems. Firstly, we design the alteration scheme of AS-NB-LDPC codes to make  $q$ -ary LDPC codes generate  $q$  valid codewords through one alterable subset, and the codeword with the minimum PAPR is selected for transmission. Then inspired by the invertible subset for binary LDPC codes, the necessary and sufficient conditions for alterable subset generation are derived. Furthermore, we propose an improved progressive edge growth (PEG) construction method to obtain AS-NB-LDPC codes with favorable frame error rate (FER) performance. Simulation results verify the effectiveness of the proposed NB-LDPC codes.","1558-2558","","10.1109/LCOMM.2022.3193135","National Science Foundation of China(grant numbers:62001179); Fundamental Research Funds for the Central Universities(grant numbers:2020kfyXJJS111); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9837063","Non-binary low-density parity-check (NB-LDPC);progressive edge-growth (PEG);peak-to-average power ratio (PAPR);orthogonal frequency-division multiplexing (OFDM)","Symbols;Peak to average power ratio;Parity check codes;OFDM;Adders;Indexes;Electronic mail","","8","","10","IEEE","21 Jul 2022","Oct. 2022","","IEEE","IEEE Journals"
"Optimization of SC-LDPC Codes for Window Decoding With Target Window Sizes","H. -Y. Kwak; J. -W. Kim; H. Park; J. -S. No","Department of Electrical and Computer Engineering, INMC, Seoul National University, Seoul, South Korea; Department of Electronic Engineering, Engineering Research Institute (ERI), Gyeongsang National University, Jinju, South Korea; Department of Computer Engineering, Chonnam National University, Gwangju, South Korea; Department of Electrical and Computer Engineering, INMC, Seoul National University, Seoul, South Korea",IEEE Transactions on Communications,"17 May 2022","2022","70","5","2924","2938","In this paper, we propose an optimization method for protograph-based spatially coupled low-density parity-check (SC-LDPC) codes under window decoding (WD). Previous works on constructing SC-LDPC codes for WD typically focused on optimizing asymptotic performance metrics such as the WD threshold. However, in this paper, it is observed that the WD threshold is not an appropriate metric to sufficiently explain the finite-length behavior of SC-LDPC codes under WD. Thus, we propose a new performance metric, called the window mean parameter, based on a scaling analysis to capture the WD performance more accurately and formulate a code optimization algorithm that optimizes the proposed performance metric. Since the proposed metric depends on the window size, the optimization algorithm can provide a code family of SC-LDPC codes optimized for various target window sizes. Simulation results confirm that the improvement in the proposed metric leads to a finite-length performance improvement, resulting in one to two orders of the frame error rate gain over the conventional SC-LDPC codes for a wide range of window sizes. Furthermore, we investigate structural characteristics of the proposed codes to provide a supplementary explanation for the performance improvement, which also promotes a better understanding of SC-LDPC codes for WD.","1558-0857","","10.1109/TCOMM.2022.3158307","Institute of Information and communications Technology Planning and Evaluation (IITP); Korea Government (MSIT)(grant numbers:2021-0-00400); Development of Highly Efficient PQC Security and Performance Verification for Constrained Devices; National Research Foundation of Korea (NRF); Korea government (MSIT)(grant numbers:2021R1G1A1091583); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9732353","Finite-length performance;low-density parity-check (LDPC) code;optimization;scaling analysis;spatially coupled LDPC (SC-LDPC) code;window decoding (WD);window size","Codes;Decoding;Measurement;Optimization methods;Windows;Couplings;Complexity theory","","5","","34","IEEE","10 Mar 2022","May 2022","","IEEE","IEEE Journals"
"SNR-and Rate-Optimized LDPC Codes for Free-Space Optical Channels","Sonali; A. Dixit; V. K. Jain","Department of Electrical Engineering, IIT Delhi, New Delhi, India; Department of Electrical Engineering, IIT Delhi, New Delhi, India; Department of Electrical Engineering, IIT Delhi, New Delhi, India",IEEE Access,"22 Jan 2021","2021","9","","13212","13223","We use a low-density parity-check (LDPC) code to mitigate the effects of fluctuations caused by atmospheric turbulence in an uncorrelated flat free-space optical (FSO) channel. To achieve the threshold close to the FSO channel’s capacity, we require an optimum degree distribution for the LDPC codes. We analytically derive the degree distributions of irregular LDPC codes in the gamma-gamma distributed FSO channel by optimizing either SNR or rate. In the SNR-optimized channel, we derive degree distributions for achieving a specific threshold (0.5 dB and 5 dB) at the highest possible rate. In contrast, in the rate-optimized channel, we target a specific rate (0.75 and 0.8) at the lowest possible threshold. For the SNR-optimized case, the maximum achievable code rate decreases from 0.56 to 0.40 at a 5 dB threshold on moving from a weak to a strong turbulence regime. In the rate-optimized case, we obtain the required code rate of 0.8 at the threshold of 11.30 dB and 19.97 dB in weak and strong turbulence regimes, respectively. We report the gap to capacity, which gives how far the LDPC code is operating from the Shannon limit, for these cases, and verify the analytical results by the simulations in MATLAB. This work emphasizes the concept of adaptive coding over the FSO channel.","2169-3536","","10.1109/ACCESS.2021.3051687","Visvesvaraya Ph.D Scheme, MeitY, Government of India under Grant MEITY-PHD-1550 under the project, Visvesvaraya Ph.D. Scheme for Electronics; Information Technology at Indian Institute of Technology Delhi; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9324920","Free-space optical communication;irregular LDPC codes;LDPC code;SNR-and-rate optimized LDPC codes","Parity check codes;Signal to noise ratio;Probability density function;Decoding;Channel models;Thermal noise;Sparse matrices","","14","","26","CCBY","14 Jan 2021","2021","","IEEE","IEEE Journals"
"Some Short-Length Girth-8 QC-LDPC Codes From Primes of the Form t2 + 1","I. Kim; T. Kojima; H. -Y. Song","School of Electrical and Electronic Engineering, Yonsei University, Seoul, Republic of Korea; National Institute of Technology, Tokyo College, Hachioji, Japan; School of Electrical and Electronic Engineering, Yonsei University, Seoul, Republic of Korea",IEEE Communications Letters,"9 Jun 2022","2022","26","6","1211","1215","We propose a simple algebraic construction for girth-8 regular QC-LDPC codes of short lengths, a few hundreds, based on the square matrix from some prime integers of the form  $t^{2}+1=P$  and a multiplication table method. We generalize the conventional multiplication table method in a way that the size  $T$  of the circular permutation matrix (CPM) can be different from the modulus  $M$  in the calculation of the exponent matrix. We classify and suggest the parameters  $P\leq M\leq T$  with  $M=kP$  so that the resulting codes have girth 8. In particular, we prove the existence of a threshold  $T_{0}$  so that the resulting code will always have girth 8 if  $T > T_{0}$  is used, given that  $M=kP$ . Finally, we present various simulation results and theoretical analysis, one of which shows that the proposed codes of length around 250 have an additional coding gain of about 0.4 dB over the 5G NR LDPC codes.","1558-2558","","10.1109/LCOMM.2022.3159560","National Research Foundation of Korea (NRF) Grant funded by the Korea Government (MSIT)(grant numbers:2020R1A2C2011969); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9734044","Regular LDPC codes;QC-LDPC codes;Girth-8 codes;5G NR channel codes;Algebraic constructions","Codes;5G mobile communication;Parity check codes;Matrices;Encoding;Decoding;Simulation","","10","","17","IEEE","14 Mar 2022","June 2022","","IEEE","IEEE Journals"
"Optimizing Code Parameters of Finite-Length SC-LDPC Codes Using the Scaling Law","H. -Y. Kwak; J. -W. Kim; J. -S. No","Department of Electrical and Computer Engineering, INMC, Seoul National University, Seoul, South Korea; Department of Electronic Engineering, Engineering Research Institute (ERI), Gyeongsang National University, Jinju, South Korea; Department of Electrical and Computer Engineering, INMC, Seoul National University, Seoul, South Korea",IEEE Access,"31 Aug 2021","2021","9","","118640","118650","In this paper, we optimize code parameters of finite-length spatially coupled low-density parity-check (SC-LDPC) codes, represented by a set of code parameters  $(l,r,w,L,M)$ . Although the finite-length scaling behavior of SC-LDPC codes was studied in the existing literature, the previous works impose a constraint such that the coupling width  $w$  is equal to the variable node degree  $l$  and they do not focus on optimizing the code parameters for given code and decoder specifications such as the code rate, frame size, and decoding complexity. In order to optimize the code parameters with the target specifications, we first extend the scaling law of SC-LDPC codes without the constraint  $w=l$ . Using the scaling law formulated with a new variable  $w$ , we show that the coupling width  $w$  directly affects the slope of the performance curve and performance comparisons are given to investigate trade-offs inherent in the code parameters. It is shown that there are trade-offs for the code parameters in the perspective of the asymptotic performance limit, code rate, and scaling behaviors. In addition, the scaling law allows us to find the optimal code parameter set showing the best finite-length performance. Interestingly, the optimal code parameter set  $(l,r,w)$  varies depending on the coupling length  $L$  and uncoupled code length  $M$  that determine the code and decoder specifications, which means there is no specific code parameter set prevailing over different kinds of applications. Finally, we illustrate this result using the investigated trade-offs on the code parameters, which gives us useful insight on how to choose the code parameters.","2169-3536","","10.1109/ACCESS.2021.3107584","Institute of Information and communications Technology Planning and Evaluation (IITP) grant funded by the Korea Government (MSIT)(grant numbers:2021-0-00400); Development of Highly Efficient PQC Security and Performance Verification for Constrained Devices; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9521873","Coupling width;finite-length performance;low-density parity-check (LDPC) code;scaling law;spatially coupled LDPC (SC-LDPC) code","Couplings;Parity check codes;Decoding;Complexity theory;Optimization;Hardware","","2","","27","CCBY","24 Aug 2021","2021","","IEEE","IEEE Journals"
"Transmitting Extra Bits With Cyclically Shifted LDPC Codes","Y. Wang; M. Jiang; X. Ma","School of Electronics and Information Technology and the School of Microelectronics, Sun Yat-sen University, Guangzhou, China; School of Electronics and Information Technology and the School of Microelectronics, Sun Yat-sen University, Guangzhou, China; School of Computer Science and Engineering and the Guangdong Key Laboratory of Information Security Technology, Sun Yat-sen University, Guangzhou, China",IEEE Wireless Communications Letters,"8 Dec 2021","2021","10","12","2824","2827","In this letter, we propose a simple yet efficient coding scheme to transmit extra bits by cyclically shifting a low-density parity-check (LDPC) coded sequence without any additional consumption in bandwidth or transmission energy. At the transmitter, the payload data is encoded into an LDPC coded sequence and then cyclically shifted under a pattern specified by the extra bits. At the decoder, the extra bits are first retrieved by estimating the number of cyclic shifts based on the hard or soft syndromes. After removing the effect of cyclic shift, the payload data is recovered by the LDPC decoder. Simulation results show that, with a 5G LDPC code of length 1910, up to 10 extra bits can be reliably transmitted with negligible influence on the reliability of the LDPC coded data.","2162-2345","","10.1109/LWC.2021.3118675","Key-Area Research and Development Program of Guangdong Province(grant numbers:2019B010156001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9564241","Cyclic shift;extra bits;hard/soft syndrome;LDPC codes","Parity check codes;Decoding;Payloads;Reliability;Encoding;5G mobile communication;Simulation","","2","","10","IEEE","8 Oct 2021","Dec. 2021","","IEEE","IEEE Journals"
"Construction of Irregular Protograph-Based QC-LDPC Codes With Low Error Floor","B. Karimi; A. H. Banihashemi","Department of Systems and Computer Engineering, Carleton University, Ottawa, ON, Canada; Department of Systems and Computer Engineering, Carleton University, Ottawa, ON, Canada",IEEE Transactions on Communications,"14 Jan 2021","2021","69","1","3","18","In this article, we design finite-length irregular protograph-based quasi-cyclic (QC) low-density parity-check (LDPC) codes with good waterfall performance and low error floor. To achieve a low error floor, we eliminate a targeted set of dominant elementary trapping sets (ETS) £ in the Tanner graph of the code. For a given rate and girth, the codes are designed to be free of the largest set of problematic ETSs for a given block length, or to have the shortest block length while a given set of ETSs is avoided. The design is based on a search algorithm that identifies whether any instance of any structure within £ exists in the Tanner graph of the constructed code or not. The search algorithm performs this task with minimal complexity, making it feasible to construct practical codes by running the search algorithm a large number of times. Simulation results are provided to demonstrate the superior performance of designed codes compared to similar state-of-the-art irregular QC-LDPC codes.","1558-0857","","10.1109/TCOMM.2020.3028302","NSERC Discovery Grant of the second author; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9211414","Irregular QC-LDPC codes;LDPC code construction;trapping sets;error floor;LDPC codes with low error floor","Parity check codes;Complexity theory;Floors;Task analysis;Simulation;Decoding;AWGN channels","","16","","44","IEEE","2 Oct 2020","Jan. 2021","","IEEE","IEEE Journals"
"Design of LUT-Based LDPC Decoders for Spin-Transfer Torque Magnetic Random Access Memory","C. Duangthong; W. Phakphisut; P. Supnithi","School of Engineering, King Mongkut’s Institute of Technology Ladkrabang, Bangkok, Thailand; School of Engineering, King Mongkut’s Institute of Technology Ladkrabang, Bangkok, Thailand; School of Engineering, King Mongkut’s Institute of Technology Ladkrabang, Bangkok, Thailand",IEEE Transactions on Magnetics,"26 Jul 2022","2022","58","8","1","5","Recently, low-density parity-check (LDPC) codes have been proposed to improve the reliability of spin-transfer torque magnetic random access memory (STT-MRAM). While several research works focus on the design of LDPC codes to combat the process variation and thermal fluctuation of the STT-MRAM, we aim to tackle the high decoding latency issues by the novel design of a lookup table (LUT)-based LDPC decoder for the forward and backward (FB) processes. In this work, the channel quantizer and LUT operations of the LDPC decoder are jointly designed by minimizing the error probability estimated from the density evolution (DE) algorithm. The simulation results show that the proposed design method for a code rate of 0.9 outperforms the previous methods in terms of bit error rate (BER) performance. Furthermore, the proposed design can support the channel model of the STT-MRAM without an independent and identically distributed (i.i.d.) channel adapter.","1941-0069","","10.1109/TMAG.2021.3137556","research and researchers for industries (RRI)(grant numbers:PHD61I0041); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9658546","Lookup table (LUT) operations;low-density parity-check (LDPC) codes;spin-transfer torque magnetic random access memory (STT-MRAM)","Table lookup;Decoding;Parity check codes;Codes;Magnetic tunneling;Channel models;Simulation","","3","","13","IEEE","22 Dec 2021","Aug. 2022","","IEEE","IEEE Journals"
