ID,Type,Title,Authors,Abstract,Categories,Published,DOI,PDF URL,Status
arxiv:2401.15195v2,preprint,Bounded-degree Low Rank Parity Check Codes,"Ermes Franch, Chunlei Li","Low-rank parity-check (LRPC) codes are the rank-metric analogue of low-density parity-check codes and they found important applications in code-based cryptography. In this paper we investigate a sub-family of LRPC codes, which have a parity-check matrix defined over a subspace $\calV_{α,d}=\Span{\Fq}{1,α, \ldots, α^{d-1}}\subsetneq \Fqm$, where $\Fqm$ is the finite field of $q^m$ elements and $d$ is a positive integer significantly smaller than $m $; and they are termed bounded-degree LRPC (BD-LRPC) codes. These codes are the same as the standard LRPC codes of density $2$ when the degree $d=2$, while for degree $d>2$ they constitute a proper subset of LRPC codes of density $d$. Exploiting the structure of $\calV_{α,d}$, the BD-LRPC codes of degree $d$ can uniquely correct errors of rank weight $r$ when $n-k \geq r + u$ for certain $u \geq 1$, in contrast to the condition $n-k\geq dr$ required for the standard LRPC codes. This underscores the superior decoding capability of the BD-LRPC codes. Moreover, as the code length $n\rightarrow \infty$, when $n/m\rightarrow 0$, the BD-LRPC codes with a code rate of $R=k/n$ can be uniquely decodable with radius $ρ=r/n$ approaching the Singleton bound $1-R$ by letting $ε=u/n\rightarrow 0$; and when $n/m$ is a constant, the BD-LRPC codes can have unique decoding radius $ρ= 1-R-ε$ for a small $ε$, allowing for $ρ>(1-R)/2$ with properly chosen parameters.   This superior decoding capability is theoretically proved for the case $d=2$ and confirmed by experimental results for $d>2$.",cs.IT,2024-01-26,,https://arxiv.org/pdf/2401.15195v2,new
arxiv:2401.14749v1,preprint,Topology-Aware Exploration of Energy-Based Models Equilibrium: Toric QC-LDPC Codes and Hyperbolic MET QC-LDPC Codes,"Vasiliy Usatyuk, Denis Sapozhnikov, Sergey Egorov","This paper presents a method for achieving equilibrium in the ISING Hamiltonian when confronted with unevenly distributed charges on an irregular grid. Employing (Multi-Edge) QC-LDPC codes and the Boltzmann machine, our approach involves dimensionally expanding the system, substituting charges with circulants, and representing distances through circulant shifts. This results in a systematic mapping of the charge system onto a space, transforming the irregular grid into a uniform configuration, applicable to Torical and Circular Hyperboloid Topologies. The paper covers fundamental definitions and notations related to QC-LDPC Codes, Multi-Edge QC-LDPC codes, and the Boltzmann machine. It explores the marginalization problem in code on the graph probabilistic models for evaluating the partition function, encompassing exact and approximate estimation techniques. Rigorous proof is provided for the attainability of equilibrium states for the Boltzmann machine under Torical and Circular Hyperboloid, paving the way for the application of our methodology. Practical applications of our approach are investigated in Finite Geometry QC-LDPC Codes, specifically in Material Science. The paper further explores its effectiveness in the realm of Natural Language Processing Transformer Deep Neural Networks, examining Generalized Repeat Accumulate Codes, Spatially-Coupled and Cage-Graph QC-LDPC Codes. The versatile and impactful nature of our topology-aware hardware-efficient quasi-cycle codes equilibrium method is showcased across diverse scientific domains without the use of specific section delineations.","cs.IT, cs.AI, cs.CV, cs.LG, eess.SY",2024-01-26,,https://arxiv.org/pdf/2401.14749v1,new
arxiv:2401.14594v1,preprint,Shift-Interleave Coding for DNA-Based Storage: Correction of IDS Errors and Sequence Losses,"Ryo Shibata, Haruhiko Kaneko","We propose a novel coding scheme for DNA-based storage systems, called the shift-interleave (SI) coding, designed to correct insertion, deletion, and substitution (IDS) errors, as well as sequence losses. The SI coding scheme employs multiple codewords from two binary low-density parity-check codes. These codewords are processed to form DNA base sequences through shifting, bit-to-base mapping, and interleaving. At the receiver side, an efficient non-iterative detection and decoding scheme is employed to sequentially estimate codewords. The numerical results demonstrate the excellent performance of the SI coding scheme in correcting both IDS errors and sequence losses.",cs.IT,2024-01-26,,https://arxiv.org/pdf/2401.14594v1,new
arxiv:2401.14184v1,preprint,Friendly Attacks to Improve Channel Coding Reliability,"Anastasiia Kurmukova, Deniz Gunduz","This paper introduces a novel approach called ""friendly attack"" aimed at enhancing the performance of error correction channel codes. Inspired by the concept of adversarial attacks, our method leverages the idea of introducing slight perturbations to the neural network input, resulting in a substantial impact on the network's performance. By introducing small perturbations to fixed-point modulated codewords before transmission, we effectively improve the decoder's performance without violating the input power constraint. The perturbation design is accomplished by a modified iterative fast gradient method. This study investigates various decoder architectures suitable for computing gradients to obtain the desired perturbations. Specifically, we consider belief propagation (BP) for LDPC codes; the error correcting code transformer, BP and neural BP (NBP) for polar codes, and neural BCJR for convolutional codes. We demonstrate that the proposed friendly attack method can improve the reliability across different channels, modulations, codes, and decoders. This method allows us to increase the reliability of communication with a legacy receiver by simply modifying the transmitted codeword appropriately.","cs.IT, cs.LG",2024-01-25,,https://arxiv.org/pdf/2401.14184v1,new
arxiv:2401.13748v1,preprint,Log-Log Domain Sum-Product Algorithm for Information Reconciliation in Continuous-Variable Quantum Key Distribution,"Erdem Eray Cil, Laurent Schmalen","In this paper, we present a novel log-log domain sum-product algorithm (SPA) for decoding low-density parity-check (LDPC) codes in continuous-variable quantum key distribution (CV-QKD) systems. This algorithm reduces the fractional bit width of decoder messages, leading to a smaller memory footprint and a lower resource consumption in hardware implementation. We also provide practical insights for fixed-point arithmetic and compare our algorithm with the conventional SPA in terms of performance and complexity. Our results show that our algorithm achieves comparable or better decoding accuracy than the conventional SPA while saving at least $25\%$ of the fractional bit width.","cs.IT, quant-ph",2024-01-24,,https://arxiv.org/pdf/2401.13748v1,new
arxiv:2401.12017v2,preprint,Fault tolerance of stabilizer channels,"Michael E. Beverland, Shilin Huang, Vadym Kliuchnikov","Stabilizer channels are stabilizer circuits that implement logical operations while mapping from an input stabilizer code to an output stabilizer code. They are widely used to implement fault tolerant error correction and logical operations in stabilizer codes such as surface codes and LDPC codes, and more broadly in subsystem, Floquet and space-time codes. We introduce a rigorous and general formalism to analyze the fault tolerance properties of any stabilizer channel under a broad class of noise models. This includes rigorous but easy-to-work-with definitions and algorithms for the fault distance and hook faults for stabilizer channels. The generalized notion of hook faults which we introduce, defined with respect to an arbitrary subset of a circuit's faults rather than a fixed phenomenological noise model, can be leveraged for fault-tolerant circuit design. Additionally, we establish necessary conditions such that channel composition preserves the fault distance. We apply our framework to design and analyze fault tolerant stabilizer channels for surface codes, revealing novel aspects of fault tolerant circuits.",quant-ph,2024-01-22,,https://arxiv.org/pdf/2401.12017v2,new
arxiv:2402.16868v2,preprint,Codebook-enabled Generative End-to-end Semantic Communication Powered by Transformer,"Peigen Ye, Yaping Sun, Shumin Yao, Hao Chen, Xiaodong Xu, Shuguang Cui","Codebook-based generative semantic communication attracts increasing attention, since only indices are required to be transmitted when the codebook is shared between transmitter and receiver. However, due to the fact that the semantic relations among code vectors are not necessarily related to the distance of the corresponding code indices, the performance of the codebook-enabled semantic communication system is susceptible to the channel noise. Thus, how to improve the system robustness against the noise requires careful design. This paper proposes a robust codebook-assisted image semantic communication system, where semantic codec and codebook are first jointly constructed, and then vector-to-index transformer is designed guided by the codebook to eliminate the effects of channel noise, and achieve image generation. Thanks to the assistance of the high-quality codebook to the Transformer, the generated images at the receiver outperform those of the compared methods in terms of visual perception. In the end, numerical results and generated images demonstrate the advantages of the generative semantic communication method over JPEG+LDPC and traditional joint source channel coding (JSCC) methods.","cs.IT, cs.AI, cs.CV",2024-01-22,,https://arxiv.org/pdf/2402.16868v2,new
arxiv:2401.09541v2,preprint,LDPC-cat codes for low-overhead quantum computing in 2D,"Diego Ruiz, Jérémie Guillaud, Anthony Leverrier, Mazyar Mirrahimi, Christophe Vuillot","Quantum low-density parity-check (qLDPC) codes are a promising construction for drastically reducing the overhead of fault-tolerant quantum computing (FTQC) architectures. However, all of the known hardware implementations of these codes require advanced technologies, such as long-range qubit connectivity, high-weight stabilizers, or multi-layered chip layouts. An alternative approach to reduce the hardware overhead of fault-tolerance is to use bosonic cat qubits where bit-flip errors are exponentially suppressed by design. In this work, we combine both approaches and propose an architecture based on cat qubits concatenated in classical LDPC codes correcting for phase-flips. We find that employing such phase-flip LDPC codes provides two major advantages. First, the hardware implementation of the code can be realised using short-range qubit interactions in 2D and low-weight stabilizers, which makes it readily compatible with current superconducting circuit technologies. Second, we demonstrate how to implement a fault-tolerant universal set of logical gates with a second layer of cat qubits while maintaining the local connectivity. We conduct a numerical brute force optimisation of these classical codes to find the ones with the best encoding rate for algorithmically relevant code distances. We discover that some of the best codes benefit from a cellular automaton structure. This allows us to define families of codes with high encoding rates and distances. Finally, we numerically assess the performance of our codes under circuit-level noise. Assuming a physical phase-flip error probability $ε\approx 0.1\%$, our $[165+8\ell, 34+2\ell, 22]$ code family allows to encode $100$ logical qubits with a total logical error probability (including both logical phase-flip and bit-flip) per cycle and per logical qubit $ε_L \leq 10^{-8}$ on a $758$ cat qubit chip.",quant-ph,2024-01-17,10.1038/s41467-025-56298-8,https://arxiv.org/pdf/2401.09541v2,new
arxiv:2401.07583v1,preprint,Small Quantum Codes from Algebraic Extensions of Generalized Bicycle Codes,"Nikolaos Koukoulekidis, Fedor Šimkovic, Martin Leib, Francisco Revson Fernandes Pereira","Quantum error correction is rapidly seeing first experimental implementations, but there is a significant gap between asymptotically optimal error-correcting codes and codes that are experimentally feasible. Quantum LDPC codes range from the surface code, which has a vanishing encoding rate, to very promising codes with constant encoding rate and linear distance. In this work, motivated by current small-scale experimental quantum processing units, we devise small quantum codes that are inspired by a subset of quantum LDPC codes, known as generalized bicycle (GB) codes. We introduce a code construction based on algebraic manipulation of the parity-check matrix of GB codes, rather than manipulation of Tanner graphs. Our construction leads to families of quantum LDPC codes of small size, and we demonstrate numerically that their performance scales comparably to the performance of surface codes for similar sizes under a phenomenological noise model. The advantage of our code family is that they encode many logical qubits in one code, at the expense of non-local connectivity. We then explore three variants of the code construction focusing on reducing the long-range connectivity by bringing it closer to the current experimental capabilities of short-range connectivity devices.","quant-ph, cs.IT",2024-01-15,,https://arxiv.org/pdf/2401.07583v1,new
arxiv:2401.02911v2,preprint,Lift-Connected Surface Codes,"Josias Old, Manuel Rispler, Markus Müller","We use the recently introduced lifted product to construct a family of Quantum Low Density Parity Check Codes (QLDPC codes). The codes we obtain can be viewed as stacks of surface codes that are interconnected, leading to the name lift-connected surface (LCS) codes. LCS codes offer a wide range of parameters - a particularly striking feature is that they show interesting properties that are favorable compared to the standard surface code. For example, already at moderate numbers of physical qubits in the order of tens, LCS codes of equal size have lower logical error rate or similarly, require fewer qubits for a fixed target logical error rate. We present and analyze the construction and provide numerical simulation results for the logical error rate under code capacity and phenomenological noise. These results show that LCS codes attain thresholds that are comparable to corresponding (non-connected) copies of surface codes, while the logical error rate can be orders of magnitude lower, even for representatives with the same parameters. This provides a code family showing the potential of modern product constructions at already small qubit numbers. Their amenability to 3D-local connectivity renders them particularly relevant for near-term implementations.",quant-ph,2024-01-05,10.1088/2058-9565/ad5eb6,https://arxiv.org/pdf/2401.02911v2,new
