ID,Type,Title,Status,Reason,Algo,Authors,Abstract,Categories,Published,DOI,PDF URL
ieee:5628280,journal,On the Decomposition Method for Linear Programming Decoding of LDPC Codes,✅,"C. LP 디코딩 분해법(D-W decomposition)으로 저장·연산 절감, LDPC 디코더 알고리즘 이식 가능",✅ 알고리즘/코드 기여,"Haiyang Liu, Wenze Qu, Bin Liu, Jie Chen","In this paper, we focus on solving the linear programming (LP) problem that arises in the decoding of low-density parity-check (LDPC) codes by means of the revised simplex method. In order to take advantage of the structure of the LP problem, we reformulate the dual LP and apply the idea of Dantzig-Wolfe (D-W) decomposition method to solve the problem. Each subproblem in the D-W decomposition method is an LP over a convex polyhedral cone. We define the convex polyhedral cone as local parity-check cone and discuss its special structures. Then, we enumerate its extreme rays and use these extreme rays to design an efficient method for the general LP decoding problem. The proposed method exhibits advantages in reducing both the storage and computational requirements.",,December 2,10.1109/TCOMM.2010.102910.090490,https://ieeexplore.ieee.org/document/5628280
ieee:5610969,journal,LDPC Decoders with Informed Dynamic Scheduling,✅,"C. Informed Dynamic Scheduling 메시지패싱 스케줄링 신규 기법, BP 디코더에 부호 비의존적으로 이식 가능",✅ 알고리즘/코드 기여,"Andres I. Vila Casado, Miguel Griot, Richard D. Wesel","Low-Density Parity-Check (LDPC) codes are usually decoded by running an iterative belief-propagation (BP), or message-passing, algorithm over the factor graph of the code. The traditional message-passing scheduling, called flooding, consists of updating all the variable nodes in the graph, using the same pre-update information, followed by updating all the check nodes of the graph, again, using the same pre-update information. Recently, several studies show that sequential scheduling, in which messages are generated using the latest available information, significantly improves the convergence speed in terms of number of iterations. Sequential scheduling introduces the problem of finding the best sequence of message updates. We propose Informed Dynamic Scheduling (IDS) strategies that select the message-passing schedule according to the observed rate of change of the messages. In general, IDS strategies require computation to select the message to update but converge in fewer message updates because they focus on the part of the graph that has not converged. Moreover, IDS yields a lower error-rate performance than either flooding or sequential scheduling because IDS strategies overcome traditional trapping-set errors. This paper presents IDS strategies that address several issues including performance for short-blocklength codes, complexity, and implementability.",,December 2,10.1109/TCOMM.2010.101910.070303,https://ieeexplore.ieee.org/document/5610969
ieee:5606185,journal,Improved Construction of Irregular Progressive Edge-Growth Tanner Graphs,✅,"E. PEG Tanner 그래프 구성 개선(불규칙 차수분포 대응), 바이너리 LDPC 코드설계 이식 가능",✅ 알고리즘/코드 기여,"Jesus Martinez-Mateo, David Elkouss, Vicente Martin","The progressive edge-growth algorithm is a well-known procedure to construct regular and irregular low-density parity-check codes. In this paper, we propose a modification of the original algorithm that improves the performance of these codes in the waterfall region when constructing codes complying with both, check and symbol node degree distributions. The proposed algorithm is thus interesting if a family of irregular codes with a complex check node degree distribution is used.",,December 2,10.1109/LCOMM.2010.101810.101384,https://ieeexplore.ieee.org/document/5606185
ieee:5634050,journal,Reverse Concatenated Coded Modulation for High-Speed Optical Communication,✅,"BCH(내부 MAP)-LDPC(외부) reverse concatenation에서 min-sum-with-correction-term LDPC 디코더와 신뢰도 전달 구조, LDPC 디코더 기법 이식 가능(C) — 애매하여 살림",✅ 알고리즘/코드 기여,"Ivan B. Djordjevic, Lei Xu, Ting Wang","We propose the reverse concatenated code as a forward error correction (FEC) scheme suitable for beyond 100-Gb/s optical transmission. In this scheme, BCH code is used as inner code and low-density parity-check (LDPC) code as outer code. The BCH decoder is implemented based on maximum a posteriori (MAP) decoding such as the BCJR/Ashikmin's algorithm, and an LDPC decoder is based on a min-sum-with-correction-term algorithm. Because maximum a posteriori (MAP) decoding is used as the inner decoder, it provides high accuracy reliabilities to be used in LDPC decoding. We show that proposed FEC scheme performs comparably with much longer LDPC codes of girth 12 for a smaller number of LDPC decoder iterations. Because the outer LDPC code is of medium length and the number of required iterations is low, the proposed concatenated scheme represents an interesting candidate to be used in beyond 100-Gb/s optical transmission. The net coding gain (NCG) of concatenated LDPC(16935,14819)-BCH(64,57) code is 9.62 dB at a bit error rate (BER) of 10-9, whereas the expected NCG at BER of 10-13 is 11.38 dB. This concatenated code outperforms the corresponding turbo-product counterpart with a Chase II decoding algorithm by 0.94 dB at BER of 10-9.",,Dec. 2010,10.1109/JPHOT.2010.2091678,https://ieeexplore.ieee.org/document/5634050
ieee:5625635,journal,Norm-Product Belief Propagation: Primal-Dual Message-Passing for Approximate Inference,✅,"sum/max-product·TRBP를 일반화한 수렴성 norm-product 메시지패싱(convex-free-energy) 신규 BP 알고리즘, 바이너리 LDPC BP 디코더로 이식 가능(C)",✅ 알고리즘/코드 기여,"Tamir Hazan, Amnon Shashua","Inference problems in graphical models can be represented as a constrained optimization of a free-energy function. In this paper, we treat both forms of probabilistic inference, estimating marginal probabilities of the joint distribution and finding the most probable assignment, through a unified message-passing algorithm architecture. In particular we generalize the belief propagation (BP) algorithms of sum-product and max-product and tree-reweighted (TRW) sum and max product algorithms (TRBP) and introduce a new set of convergent algorithms based on “convex-free-energy” and linear-programming (LP) relaxation as a zero-temperature of a convex-free-energy. The main idea of this work arises from taking a general perspective on the existing BP and TRBP algorithms while observing that they all are reductions from the basic optimization formula of f +Σihi where the function f is an extended-valued, strictly convex but nonsmooth and the functions hi are extended-valued functions (not necessarily convex). We use tools from convex duality to present the “primal-dual ascent” algorithm which is an extension of the Bregman successive projection scheme and is designed to handle optimization of the general type f + Σihi. We then map the fractional-free-energy variational principle for approximate inference onto the optimization formula above and introduce the “norm-product” message-passing algorithm. Special cases of the norm-product include sum-product and max-product (BP algorithms), TRBP and NMPLP algorithms. When the fractional-free-energy is set to be convex (convex-free-energy) the norm-product is globally convergent for the estimation of marginal probabilities and for approximating the LP-relaxation. We also introduce another branch of the norm-product which arises as the “zero-temperature” of the convex-free-energy which we refer to as the “convex-max-product”. The convex-max-product is convergent (unlike max-product) and aims at solving the LP- relaxation.",,Dec. 2010,10.1109/TIT.2010.2079014,https://ieeexplore.ieee.org/document/5625635
ieee:5682631,conference,On the reduced-complexity of LDPC decoders for beyond 400 Gb/s serial optical transmission,✅,"감소복잡도 LDPC 디코더(optimally attenuated RC min-sum), large-girth 코드 — 카테고리 C/E 이식 가능",✅ 알고리즘/코드 기여,"Ivan B. Djordjevic, Lei Xu, Ting Wang","Two reduced-complexity (RC) LDPC decoders, which can be used in combination with large-girth LDPC codes to enable beyond 400 Gb/s serial optical transmission, are proposed. We show that optimally attenuated RC min-sum sum algorithm performs only 0.45 dB worse than conventional sum-product algorithm, while having lower storage memory requirements and much lower latency.",,8-12 Dec. ,10.1109/ACP.2010.5682631,https://ieeexplore.ieee.org/document/5682631
ieee:5775072,conference,Power efficient column operation-based message-passing schedule for regular ldpc decoder,✅,"column operation 기반 메시지패싱 스케줄로 전력/메모리 절감(C/D), 이식 가능",✅ 알고리즘/코드 기여,"Eun Ji Kim, Myung Hun Lee, Myung Hoon Sunwoo","This paper proposes a power efficient column operation-based message passing schedule for an LDPC decoder. Redundant memory accesses and column operations are removed by using the improved column operation-based message passing schedule. Therefore, the number of memory accesses can be significantly reduced, and thus, power consumption can be also reduced. As a result, the experimental results show that the proposed LDPC decoder can save about 27% power consumption and reduce 25% column operations compared with existing designs with the same error correcting performance.",,6-9 Dec. 2,10.1109/APCCAS.2010.5775072,https://ieeexplore.ieee.org/document/5775072
ieee:5774863,conference,Memory size reduction for LDPC layered decoders,✅,"LDPC layered 디코더 메모리 축소 HW 아키텍처(D), NAND ECC에 이식 가능",🔧 하드웨어 수정만,"Shuang Zhao, Xiaofang Zhou, Fanglong Ying, Gerald E. Sobelman","LDPC coding has attracted much attention due to its high performance, and it has been widely used in telecommunication systems. This paper focuses on the decoder hardware architecture, especially on memory size reduction, which is an important part of the entire area cost. The design has been post-layout simulated using a UMC 0.18 micron technology at a clock speed of 74 MHz. Using the proposed 3-level memory structure together with the described control logic, the required number of bits of memory can be reduced by up to 34.9% compared to prior approaches.",,6-9 Dec. 2,10.1109/APCCAS.2010.5774863,https://ieeexplore.ieee.org/document/5774863
ieee:5774882,conference,Design of turbo decoder based on Min-Sum decoding algorithm of LDPC code,✅,"min-sum 디코더 메시지 압축 저장 기법(C/D) 부호 비의존적, 바이너리 LDPC BP에 이식 가능",✅ 알고리즘/코드 기여,"Pengjun Wang, Fanglong Yi","Turbo code has been used by multiple communication standards due to its performance near Shannon limit. However, its decoding algorithm is complicated. Through the research on Turbo code, a novel design of Turbo decoder is presented in this paper. Turbo code is decoded by the Min-Sum decoding algorithm of LDPC code, which is a low complicated decoding algorithm. Moreover, messages are stored compressively, and the check-to-variable messages and the variable-to-check messages are stored alternately. This design reduced the required memory significantly. Finally, the decoder is simulated by ModelSim SE6.0 and the simulation results show that the decoder has high decoding speed.",,6-9 Dec. 2,10.1109/APCCAS.2010.5774882,https://ieeexplore.ieee.org/document/5774882
ieee:5704653,conference,Efficient encoding for hardware implementation of IRA LDPC on 802.16 standard,✅,"QC-LDPC 실시간 인코더 HW 아키텍처(누산 재귀식, 레지스터 재사용) - 이식 가능 HW(D)",🔧 하드웨어 수정만,"Trio Adiono, Agi Prasetiadi, Anugrah Salbiyono","We propose an encoding scheme for quasi-cyclic low-density parity check (QC-LDPC) suitable for LDPC codes in IEEE 802.16e. We developed accumulated recursive formula to calculate parity bits, so we can encode the message in real time. Basic idea from our method is, use first parity vector recursively to produce another parity vector efficiently. While parity vector is chosen as an output, it also saved in another register for being used in next operation. An encoder architecture is proposed and implemented to verify the results. Later, we discuss the hardware simulation results.",,6-8 Dec. 2,10.1109/ISPACS.2010.5704653,https://ieeexplore.ieee.org/document/5704653
